OM_CATEGORY_LABEL,FSQ_BEST_LABEL,FSQ_BEST_ID,FSQ_BEST_PRIMARY,FSQ_BEST_SECONDARY,BEST_SCORE,FSQ_ALT1_LABEL,ALT1_ID,ALT1_SCORE,FSQ_ALT2_LABEL,ALT2_ID,ALT2_SCORE,NEEDS_REVIEW
pet_cemetery_and_crematorium_services,Community and Government > Cemetery,12003,Community and Government , Cemetery,73.2,Business and Professional Services > Pet Service > Pet Sitting and Boarding Service,11135,59.6,Business and Professional Services > Computer Repair Service,11027,59.1,TRUE
dog_walkers,Landmarks and Outdoors > Park > Dog Park,16033,Landmarks and Outdoors , Park ,57.8,Sports and Recreation > Water Sports,18067,50.2,Dining and Drinking > Bakery,13002,48.9,TRUE
flyboarding_center,Retail > Garden Center,17101,Retail , Garden Center,69.0,Arts and Entertainment > Bingo Center,10005,67.8,Sports and Recreation > Skydiving Center,18057,66.1,TRUE
carpet_installation,Retail > Furniture and Home Store > Carpet Store,17083,Retail , Furniture and Home Store ,61.3,Travel and Transportation > Fuel Station,19007,54.8,Travel and Transportation > Transport Hub > Metro Station,19046,54.6,TRUE
pet_groomer,Business and Professional Services > Pet Service > Pet Grooming Service,11134,Business and Professional Services , Pet Service ,66.7,"Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room",13036,52.3,Business and Professional Services > Pet Service,11133,52.3,TRUE
flyboarding_rental,Retail > Floating Market,17055,Retail , Floating Market,66.4,Travel and Transportation > Boat Rental,19003,64.1,Retail > Fashion Retail,17039,63.1,TRUE
appellate_practice_lawyers,Arts and Entertainment > Ticket Seller,10053,Arts and Entertainment , Ticket Seller,49.9,Business and Professional Services > Real Estate Service > Real Estate Appraiser,11150,46.8,Landmarks and Outdoors > Park > Picnic Area,16036,46.0,TRUE
unemployment_office,Business and Professional Services > Office,11124,Business and Professional Services , Office,71.1,Community and Government > Government Building > Post Office,12075,63.7,Business and Professional Services > Real Estate Service > Property Management Office,11148,63.3,TRUE
divorce_and_family_law,Health and Medicine > Physician > Family Medicine Doctor,15033,Health and Medicine , Physician ,58.7,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Japanese Family Restaurant,13266,56.9,Community and Government > Government Building > Law Enforcement and Public Safety,12070,52.4,TRUE
forestry_consultants,Business and Professional Services > Management Consultant,11119,Business and Professional Services , Management Consultant,61.2,Business and Professional Services > Agriculture and Forestry Service,11002,57.6,Community and Government > Government Building > Embassy or Consulate,12068,56.7,TRUE
traffic_ticketing_law,Landmarks and Outdoors > Hiking Trail,16019,Landmarks and Outdoors , Hiking Trail,51.4,Retail > Floating Market,17055,49.7,Sports and Recreation > Race Track,18039,49.7,TRUE
architect,Business and Professional Services > Architecture Firm,11003,Business and Professional Services , Architecture Firm,67.6,Retail > Market,17144,51.0,Arts and Entertainment > Arcade,10003,47.7,TRUE
engineering_services,Community and Government > Education > College and University > College Engineering Building,12025,Community and Government , Education ,68.6,Business and Professional Services > Logging Service,11116,68.1,Business and Professional Services > Renewable Energy Service,11155,66.5,TRUE
lawyer,Retail > Flower Store,17056,Retail , Flower Store,49.0,Landmarks and Outdoors > Lake,16023,48.5,Landmarks and Outdoors > Park > Playground,16037,45.5,TRUE
architectural_designer,Business and Professional Services > Architecture Firm,11003,Business and Professional Services , Architecture Firm,64.7,Business and Professional Services > Technology Business > Website Designer,11169,63.8,Business and Professional Services > Home Improvement Service > Interior Designer,11090,63.1,TRUE
paralegal_services,Business and Professional Services > Legal Service,11111,Business and Professional Services , Legal Service,78.5,Business and Professional Services > Rental Service,11156,71.3,Business and Professional Services > Child Care Service,11025,68.5,TRUE
civil_rights_lawyers,Dining and Drinking > Night Market,13062,Dining and Drinking , Night Market,46.0,Landmarks and Outdoors > Lighthouse,16024,45.2,Arts and Entertainment > Night Club,10032,45.2,TRUE
architectural_tours,Business and Professional Services > Architecture Firm,11003,Business and Professional Services , Architecture Firm,63.7,Retail > Department Store,17033,54.4,Community and Government > Cultural Center,12005,53.7,TRUE
workers_compensation_law,Event > Convention,14002,Event , Convention,53.9,Retail > Construction Supplies Store,17028,51.8,Landmarks and Outdoors > Park > National Park,16034,51.6,TRUE
accountant,Landmarks and Outdoors > Fountain,16016,Landmarks and Outdoors , Fountain,60.0,Landmarks and Outdoors > Mountain,16027,60.0,Landmarks and Outdoors > States and Municipalities > County,16064,54.1,TRUE
financial_advising,Business and Professional Services > Financial Service > Financial Planner,11053,Business and Professional Services , Financial Service ,69.6,Business and Professional Services > Financial Service,11042,69.4,Business and Professional Services > Financial Service > Banking and Finance,11046,63.5,TRUE
dui_law,Business and Professional Services > Legal Service > Law Office,11112,Business and Professional Services , Legal Service ,62.9,Community and Government > Education > College and University > Law School,12044,62.9,Community and Government > Government Building > Law Enforcement and Public Safety,12070,62.9,TRUE
videographer,Business and Professional Services > Photography Service > Photographer,11138,Business and Professional Services , Photography Service ,57.5,Event > Other Event,14015,50.8,Business and Professional Services > Photography Service,11137,50.2,TRUE
bookkeeper,Retail > Bookstore,17018,Retail , Bookstore,52.5,Business and Professional Services > Financial Service > Accounting and Bookkeeping Service,11043,51.6,Retail > Bookstore > Used Bookstore,17019,49.4,TRUE
graphic_designer,Business and Professional Services > Home Improvement Service > Interior Designer,11090,Business and Professional Services , Home Improvement Service ,70.8,Business and Professional Services > Technology Business > Website Designer,11169,69.1,Dining and Drinking > Restaurant > Diner,13049,51.4,TRUE
criminal_defense_law,Event > Marketplace > Christmas Market,14010,Event , Marketplace ,46.9,Business and Professional Services > Legal Service > Law Office,11112,45.5,Retail > Framing Store,17081,45.1,TRUE
human_resource_services,Business and Professional Services > Human Resources Agency,11103,Business and Professional Services , Human Resources Agency,74.3,Health and Medicine > AIDS Resource,15002,64.6,Business and Professional Services > Business Service,11182,62.0,TRUE
tax_law,Community and Government > Education > College and University > Law School,12044,Community and Government , Education ,62.9,Business and Professional Services > Legal Service > Law Office,11112,59.3,Community and Government > Government Building > Law Enforcement and Public Safety,12070,59.3,TRUE
patent_law,Retail > Department Store,17033,Retail , Department Store,52.3,Landmarks and Outdoors > Waterfront,16053,50.6,Retail > Flea Market,17054,50.3,TRUE
civil_engineers,Business and Professional Services > Engineer,11034,Business and Professional Services , Engineer,64.6,Event > Line,14008,53.6,Community and Government > Education > College and University > College Engineering Building,12025,50.8,TRUE
acoustical_consultant,Business and Professional Services > Management Consultant,11119,Business and Professional Services , Management Consultant,67.8,Dining and Drinking > Restaurant > Austrian Restaurant,13074,54.1,Dining and Drinking > Restaurant > French Restaurant > Corsican Restaurant,13157,53.3,TRUE
personal_injury_law,Sports and Recreation > Personal Trainer,18038,Sports and Recreation , Personal Trainer,67.2,Community and Government > Prison,12090,46.5,Retail > Marijuana Dispensary,17143,45.8,TRUE
temp_agency,Business and Professional Services > Real Estate Service > Real Estate Agency,11149,Business and Professional Services , Real Estate Service ,78.4,Business and Professional Services > Employment Agency,11033,76.2,Business and Professional Services > Entertainment Agency,11035,76.0,TRUE
direct_mail_advertising,Business and Professional Services > Advertising Agency,11001,Business and Professional Services , Advertising Agency,68.2,Business and Professional Services > Direct Mail and Email Marketing Service,11185,67.6,Business and Professional Services > Online Advertising Service,11188,66.6,TRUE
structural_engineer,Business and Professional Services > Engineer,11034,Business and Professional Services , Engineer,78.0,Landmarks and Outdoors > Structure,16007,60.9,Community and Government > Cultural Center,12005,58.1,TRUE
product_design,Business and Professional Services > Design Studio,11030,Business and Professional Services , Design Studio,62.3,Business and Professional Services > Technology Business > Website Designer,11169,50.0,Business and Professional Services > Home Improvement Service > Interior Designer,11090,49.6,TRUE
business_records_storage_and_management,Business and Professional Services > Management Consultant,11119,Business and Professional Services , Management Consultant,65.2,Business and Professional Services > Waste Management Service,11175,64.6,Business and Professional Services > Business Center,11021,63.1,TRUE
agricultural_engineering_service,Business and Professional Services > Agriculture and Forestry Service,11002,Business and Professional Services , Agriculture and Forestry Service,64.6,Business and Professional Services > Technology Business > IT Service,11108,63.6,Business and Professional Services > Pet Service,11133,62.0,TRUE
tenant_and_eviction_law,Sports and Recreation,18000,Sports and Recreation,,57.3,Community and Government > Addiction Treatment Center,12001,56.8,Health and Medicine,15000,55.9,TRUE
energy_management_and_conservation_consultants,Business and Professional Services > Management Consultant,11119,Business and Professional Services , Management Consultant,66.6,Business and Professional Services > Waste Management Service,11175,57.8,Arts and Entertainment,10000,55.4,TRUE
consultant_and_general_service,Business and Professional Services > Technology Business > IT Service,11108,Business and Professional Services , Technology Business ,68.5,Travel and Transportation > Transportation Service > Limo Service,19053,68.3,Business and Professional Services > Home Improvement Service > General Contractor,11086,67.7,TRUE
manufacturing_and_industrial_consultant,Business and Professional Services > Industrial Estate,11106,Business and Professional Services , Industrial Estate,62.8,Business and Professional Services > Management Consultant,11119,61.6,Business and Professional Services > Industrial Equipment Supplier,11105,53.1,TRUE
ip_and_internet_law,Arts and Entertainment > Internet Cafe,10020,Arts and Entertainment , Internet Cafe,75.3,Arts and Entertainment,10000,58.1,Arts and Entertainment > Party Center,10034,55.3,TRUE
transcription_services,Travel and Transportation > Transportation Service,19051,Travel and Transportation , Transportation Service,76.4,Business and Professional Services > Translation Service,11171,72.0,Travel and Transportation > Transportation Service > Public Transportation,19054,64.7,TRUE
b2b_cleaning_and_waste_management,Business and Professional Services > Waste Management Service,11175,Business and Professional Services , Waste Management Service,74.0,Business and Professional Services > Management Consultant,11119,61.1,Business and Professional Services > Real Estate Service > Property Management Office,11148,56.3,TRUE
social_security_law,Business and Professional Services > Security and Safety,11162,Business and Professional Services , Security and Safety,65.3,Community and Government > Social Club,12097,62.7,Community and Government > Public and Social Service,12091,58.2,TRUE
floral_designer,Business and Professional Services > Home Improvement Service > Interior Designer,11090,Business and Professional Services , Home Improvement Service ,75.6,Business and Professional Services > Technology Business > Website Designer,11169,71.7,Community and Government > Cultural Center,12005,53.4,TRUE
instrumentation_engineers,Business and Professional Services > Engineer,11034,Business and Professional Services , Engineer,56.1,Business and Professional Services > Distribution Center,11031,56.1,Community and Government > Rehabilitation Center,12093,55.6,TRUE
appraisal_services,Business and Professional Services > Audiovisual Service,11006,Business and Professional Services , Audiovisual Service,70.1,Business and Professional Services > Financial Service,11042,69.3,Business and Professional Services > Repair Service,11157,68.8,TRUE
exterior_design,Business and Professional Services > Home Improvement Service > Interior Designer,11090,Business and Professional Services , Home Improvement Service ,65.6,Business and Professional Services > Design Studio,11030,64.0,Business and Professional Services > Technology Business > Website Designer,11169,54.7,TRUE
editorial_services,Business and Professional Services > Audiovisual Service,11006,Business and Professional Services , Audiovisual Service,72.5,Business and Professional Services > Rental Service,11156,72.0,Business and Professional Services > Technology Business > IT Service,11108,71.5,TRUE
landscape_architect,Business and Professional Services > Architecture Firm,11003,Business and Professional Services , Architecture Firm,55.2,Business and Professional Services > Home Improvement Service > Landscaper and Gardener,11092,53.3,Arts and Entertainment > Escape Room,10015,47.5,TRUE
contract_law,Business and Professional Services > Home Improvement Service > Sewer Contractor,11099,Business and Professional Services , Home Improvement Service ,55.7,Business and Professional Services > Home Improvement Service > General Contractor,11086,54.3,Business and Professional Services > Home Improvement Service > Fence Contractor,11084,53.1,TRUE
executive_search_consultants,Business and Professional Services > Management Consultant,11119,Business and Professional Services , Management Consultant,56.9,Business and Professional Services > Market Research and Consulting Service,11186,55.9,Community and Government > Government Building > Embassy or Consulate,12068,49.5,TRUE
disability_law,Retail > Mobility Store,17097,Retail , Mobility Store,51.9,Business and Professional Services > Storage Facility,11165,49.1,Community and Government > Education > College and University > Law School,12044,47.8,TRUE
estate_planning_law,Business and Professional Services > Real Estate Service > Real Estate Agency,11149,Business and Professional Services , Real Estate Service ,53.7,Business and Professional Services > Real Estate Service > Real Estate Appraiser,11150,53.4,Business and Professional Services > Health and Beauty Service > Tanning Salon,11074,52.6,TRUE
mediator,Retail > Medical Supply Store,17095,Retail , Medical Supply Store,56.6,Health and Medicine > Physician > Pediatrician,15045,55.5,Health and Medicine > Podiatrist,15051,52.4,TRUE
home_inspector,Business and Professional Services > Home Improvement Service > Home Inspection,11088,Business and Professional Services , Home Improvement Service ,75.1,Retail > Fashion Retail > Shoe Store,17048,59.2,Retail > Furniture and Home Store,17082,58.7,TRUE
real_estate_photography,Business and Professional Services > Photography Service > Photography Lab,11139,Business and Professional Services , Photography Service ,75.0,Business and Professional Services > Photography Service > Photography Studio,11140,71.5,Business and Professional Services > Photography Service,11137,71.2,TRUE
home_staging,Business and Professional Services > Home Improvement Service > Home Inspection,11088,Business and Professional Services , Home Improvement Service ,59.8,Dining and Drinking > Restaurant > Turkish Restaurant > Turkish Home Cooking Restaurant,13373,56.7,Retail > Furniture and Home Store > Home Appliance Store,17084,56.7,TRUE
episcopal_church,Community and Government > Spiritual Center > Church,12101,Community and Government , Spiritual Center ,75.1,Arts and Entertainment > Disc Golf Course,10014,49.0,Health and Medicine > Medical Center,15016,48.3,TRUE
pentecostal_church,Community and Government > Spiritual Center > Church,12101,Community and Government , Spiritual Center ,76.4,Health and Medicine > Hospital > Children's Hospital,15058,49.1,Retail > Computers and Electronics Retail,17023,47.6,TRUE
church_cathedral,Community and Government > Spiritual Center > Church,12101,Community and Government , Spiritual Center ,72.7,Business and Professional Services > Food and Beverage Service > Caterer,11057,48.1,Dining and Drinking > Cafeteria,13037,47.9,TRUE
mystic,Sports and Recreation > Gymnastics,18029,Sports and Recreation , Gymnastics,53.9,Retail > Music Store,17098,51.0,Health and Medicine > Physician,15027,50.0,TRUE
catholic_church,Community and Government > Spiritual Center > Church,12101,Community and Government , Spiritual Center ,76.1,Health and Medicine > Physician > Pathologist,15044,46.0,Sports and Recreation > Athletic Field,18001,45.6,TRUE
jehovahs_witness_kingdom_hall,Community and Government > Spiritual Center > Kingdom Hall,12104,Community and Government , Spiritual Center ,77.5,Community and Government > Town Hall,12124,53.6,Community and Government > Government Building > City Hall,12066,53.1,TRUE
religious_items,Community and Government > Education > Religious School,12062,Community and Government , Education ,76.0,Landmarks and Outdoors > Lighthouse,16024,48.9,Business and Professional Services > Public Relations Firm,11191,48.2,TRUE
evangelical_church,Community and Government > Spiritual Center > Church,12101,Community and Government , Spiritual Center ,74.2,Health and Medicine > Medical Center,15016,48.1,Sports and Recreation > Volleyball Court,18066,45.1,TRUE
baptist_church,Community and Government > Spiritual Center > Church,12101,Community and Government , Spiritual Center ,77.7,Retail > Fashion Retail > Batik Store,17040,52.0,Landmarks and Outdoors > Boat Launch,16055,49.7,TRUE
religious_destination,Community and Government > Education > Religious School,12062,Community and Government , Education ,66.8,Travel and Transportation > Fuel Station,19007,57.0,Retail > Stationery Store,17131,55.1,TRUE
wedding_chapel,Business and Professional Services > Wedding Hall,11177,Business and Professional Services , Wedding Hall,78.7,Business and Professional Services > Welding Service,11178,51.8,Arts and Entertainment > Gaming Cafe,10018,51.6,TRUE
anglican_church,Community and Government > Spiritual Center > Church,12101,Community and Government , Spiritual Center ,76.7,Dining and Drinking > Restaurant > Asian Restaurant > Mongolian Restaurant,13312,48.6,Dining and Drinking > Restaurant > Italian Restaurant,13236,47.4,TRUE
convents_and_monasteries,Community and Government > Spiritual Center > Monastery,12105,Community and Government , Spiritual Center ,61.3,Event > Convention,14002,60.1,Arts and Entertainment,10000,59.9,TRUE
meditation_center,Community and Government > Rehabilitation Center,12093,Community and Government , Rehabilitation Center,74.1,Sports and Recreation > Recreation Center,18048,74.0,Business and Professional Services > Distribution Center,11031,69.1,TRUE
mission,Business and Professional Services > Automotive Service > Transmissions Shop,11017,Business and Professional Services , Automotive Service ,60.2,Community and Government > Prison,12090,52.8,Business and Professional Services > Radio Station,11144,47.0,TRUE
psychic_medium,Arts and Entertainment > Psychic and Astrologer,10046,Arts and Entertainment , Psychic and Astrologer,67.0,Arts and Entertainment > Museum > Science Museum,10031,54.5,Health and Medicine > Physician > Psychiatrist,15047,48.8,TRUE
threads_and_yarns_wholesaler,Business and Professional Services > Wholesaler,11179,Business and Professional Services , Wholesaler,79.2,Retail > Warehouse or Wholesale Store,17139,57.8,Retail > Furniture and Home Store,17082,51.6,TRUE
home_theater_systems_stores,Arts and Entertainment > Performing Arts Venue > Theater,10043,Arts and Entertainment , Performing Arts Venue ,67.6,Arts and Entertainment > Movie Theater,10024,59.0,Retail > Furniture and Home Store > Mattress Store,17088,56.8,TRUE
kiosk,Retail > Sporting Goods Retail > Ski Store,17127,Retail , Sporting Goods Retail ,42.5,Dining and Drinking > Bar > Whisky Bar,13024,42.0,Sports and Recreation > Snow Sports > Ski Lodge,18060,41.5,TRUE
aquatic_pet_store,Retail > Vape Store,17136,Retail , Vape Store,70.3,Retail > Toy Store,17135,69.4,Retail > Outlet Store,17105,68.5,TRUE
furniture_accessory_store,Retail > Furniture and Home Store,17082,Retail , Furniture and Home Store,74.6,Retail > Fashion Retail > Fashion Accessories Store,17044,69.5,Retail > Furniture and Home Store > Carpet Store,17083,69.5,TRUE
clothing_company,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,70.2,Retail > Fashion Retail > Children's Clothing Store,17042,66.7,Business and Professional Services > Mobile Company,11123,66.2,TRUE
outdoor_gear,Sports and Recreation > Gym and Studio > Outdoor Gym,18026,Sports and Recreation , Gym and Studio ,78.4,Business and Professional Services > Outdoor Event Space,11131,75.8,"Business and Professional Services > Print, TV, Radio and Outdoor Advertising Service",11189,74.2,TRUE
formal_wear_store,Retail > Fashion Retail > Swimwear Store,17050,Retail , Fashion Retail ,74.2,Retail > Flower Store,17056,73.8,Retail > Vape Store,17136,68.2,TRUE
ethical_grocery,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,17070,Retail , Food and Beverage Retail ,70.9,Retail > Food and Beverage Retail > Grocery Store,17069,70.3,Landmarks and Outdoors > Botanical Garden,16005,52.3,TRUE
fur_clothing,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,78.8,Retail > Fashion Retail > Children's Clothing Store,17042,78.0,Retail > Floating Market,17055,56.4,TRUE
marketing_agency,Business and Professional Services > Direct Mail and Email Marketing Service,11185,Business and Professional Services , Direct Mail and Email Marketing Service,73.2,Business and Professional Services > Search Engine Marketing and Optimization Service,11193,73.2,Business and Professional Services > Advertising Agency,11001,70.2,TRUE
b2b_apparel,Retail,17000,Retail,,47.8,Business and Professional Services > Appraiser,11181,46.3,Event > Entertainment Event > Parade,14006,46.0,TRUE
plus_size_clothing,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,65.9,Retail > Fashion Retail > Children's Clothing Store,17042,64.5,Business and Professional Services > Logging Service,11116,49.1,TRUE
car_stereo_store,Retail > Eyecare Store,17037,Retail , Eyecare Store,71.5,Retail > Toy Store,17135,70.9,Retail > Costume Store,17031,68.6,TRUE
lawn_mower_store,Retail > Flower Store,17056,Retail , Flower Store,75.6,Retail > Fashion Retail > Swimwear Store,17050,69.5,Retail > Toy Store,17135,66.2,TRUE
online_shop,Business and Professional Services > Online Advertising Service,11188,Business and Professional Services , Online Advertising Service,69.9,Business and Professional Services > Machine Shop,11118,69.7,Dining and Drinking > Dessert Shop > Pie Shop,13048,69.7,TRUE
window_treatment_store,Retail > Department Store,17033,Retail , Department Store,72.3,Retail > Toy Store,17135,67.9,Retail > Outlet Store,17105,65.1,TRUE
gift_shop,Retail > Gift Store,17089,Retail , Gift Store,71.8,Dining and Drinking > Dessert Shop > Pie Shop,13048,69.5,Dining and Drinking > Donut Shop,13043,69.3,TRUE
reptile_shop,Dining and Drinking > Dessert Shop > Pie Shop,13048,Dining and Drinking , Dessert Shop ,70.6,Retail > Smoke Shop,17146,70.3,Retail > Pawn Shop,17108,68.6,TRUE
spiritual_shop,Community and Government > Spiritual Center,12098,Community and Government , Spiritual Center,77.3,Retail > Pawn Shop,17108,65.2,Community and Government > Spiritual Center > Shrine,12108,63.4,TRUE
japanese_confectionery_shop,Retail > Smoke Shop,17146,Retail , Smoke Shop,58.4,Event > Convention,14002,57.9,Dining and Drinking > Dessert Shop > Pie Shop,13048,56.5,TRUE
water_store,Retail > Sporting Goods Retail > Skate Store,17126,Retail , Sporting Goods Retail ,78.3,Retail > Flower Store,17056,77.4,Retail > Food and Beverage Retail > Beer Store,17058,75.3,TRUE
lumber_store,Retail > Food and Beverage Retail > Beer Store,17058,Retail , Food and Beverage Retail ,76.1,Retail > Perfume Store,17109,74.2,Retail > Costume Store,17031,74.2,TRUE
outdoor_furniture_store,Retail > Outdoor Supply Store,17103,Retail , Outdoor Supply Store,72.1,Retail > Furniture and Home Store,17082,71.7,Retail > Furniture and Home Store > Carpet Store,17083,69.6,TRUE
fertilizer_store,Retail > Flower Store,17056,Retail , Flower Store,71.7,Retail > Textiles Store,17038,71.1,Retail > Video Store,17137,68.9,TRUE
ceremonial_clothing,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,66.9,Retail > Fashion Retail > Children's Clothing Store,17042,62.9,Sports and Recreation > Personal Trainer,18038,52.2,TRUE
surf_shop,Landmarks and Outdoors > Surf Spot,16049,Landmarks and Outdoors , Surf Spot,73.6,Retail > Sporting Goods Retail > Surf Store,17129,71.8,Retail > Food and Beverage Retail > Turşucu Shop,17079,70.2,TRUE
army_and_navy_store,Retail > Food and Beverage Retail > Candy Store,17060,Retail , Food and Beverage Retail ,68.9,Retail > Food and Beverage Retail > Dairy Store,17064,67.3,Retail > Arts and Crafts Store,17003,66.7,TRUE
flower_markets,Retail > Flea Market,17054,Retail , Flea Market,73.3,Retail > Flower Store,17056,69.2,Retail > Market,17144,63.7,TRUE
eyewear_and_optician,Health and Medicine,15000,Health and Medicine,,59.0,Health and Medicine > Physician > Pediatrician,15045,56.1,Health and Medicine > Physician,15027,56.1,TRUE
boat_parts_and_supply_store,Retail > Party Supply Store,17107,Retail , Party Supply Store,76.2,Retail > Furniture and Home Store > Kitchen Supply Store,17086,73.9,Retail > Medical Supply Store,17095,72.5,TRUE
audio_visual_equipment_store,Retail > Department Store,17033,Retail , Department Store,67.2,Retail > Supplement Store,17132,64.9,Retail > Fashion Retail > Men's Store,17047,64.3,TRUE
custom_t_shirt_store,Retail > Toy Store,17135,Retail , Toy Store,67.1,Retail > Gift Store,17089,64.9,Retail > Costume Store,17031,63.6,TRUE
hair_supply_stores,Retail > Party Supply Store,17107,Retail , Party Supply Store,79.5,Retail > Outdoor Supply Store,17103,76.8,Retail > Office Supply Store,17102,76.3,TRUE
denim_wear_store,Retail > Fashion Retail > Swimwear Store,17050,Retail , Fashion Retail ,75.0,Retail > Hardware Store,17090,67.2,Retail > Souvenir Store,17116,67.1,TRUE
uniform_store,Retail > Souvenir Store,17116,Retail , Souvenir Store,71.8,Retail > Food and Beverage Retail > Liquor Store,17076,69.6,Retail > Sporting Goods Retail > Gun Store,17123,68.7,TRUE
musical_instrument_store,Retail > Print Store,17112,Retail , Print Store,68.3,Retail > Gift Store,17089,66.7,Retail > Costume Store,17031,66.6,TRUE
gun_and_ammo,Sports and Recreation > Gun Range,18020,Sports and Recreation , Gun Range,66.4,Community and Government,12000,56.7,Dining and Drinking > Restaurant > Cajun and Creole Restaurant,13095,52.2,TRUE
traditional_clothing,Retail > Fashion Retail > Clothing Store,17043,Retail , Fashion Retail ,68.0,Travel and Transportation > Travel Lounge,19056,57.5,Travel and Transportation > Lodging,19009,57.4,TRUE
dive_shop,Dining and Drinking > Dessert Shop > Pie Shop,13048,Dining and Drinking , Dessert Shop ,77.1,Landmarks and Outdoors > Dive Spot,16013,73.6,Dining and Drinking > Smoothie Shop,13381,72.4,TRUE
music_and_dvd_store,Retail > Music Store,17098,Retail , Music Store,76.0,Retail > Food and Beverage Retail > Candy Store,17060,66.5,Retail > Food and Beverage Retail > Herbs and Spices Store,17072,65.5,TRUE
skate_shop,Retail > Sporting Goods Retail > Skate Store,17126,Retail , Sporting Goods Retail ,75.0,Retail > Smoke Shop,17146,73.7,Sports and Recreation > Skating > Skate Park,18055,70.7,TRUE
tobacco_shop,Retail > Tobacco Store,17134,Retail , Tobacco Store,79.7,Dining and Drinking > Dessert Shop > Gelato Shop,13045,61.7,Dining and Drinking > Dessert Shop > Pie Shop,13048,60.4,TRUE
personal_shopper,Sports and Recreation > Personal Trainer,18038,Sports and Recreation , Personal Trainer,68.8,Retail > Pawn Shop,17108,57.7,Business and Professional Services > Petroleum Supplier,11136,56.6,TRUE
diy_auto_shop,Dining and Drinking > Dessert Shop > Gelato Shop,13045,Dining and Drinking , Dessert Shop ,64.2,Dining and Drinking > Donut Shop,13043,62.3,Retail > Pawn Shop,17108,61.4,TRUE
piano_store,Retail > Print Store,17112,Retail , Print Store,75.1,Retail > Food and Beverage Retail > Wine Store,17080,72.9,Retail > Furniture and Home Store > Home Appliance Store,17084,72.3,TRUE
hobby_shop,Retail > Hobby Store,17091,Retail , Hobby Store,75.0,Dining and Drinking > Dessert Shop > Pie Shop,13048,64.9,Dining and Drinking > Dessert Shop > Gelato Shop,13045,64.3,TRUE
herbal_shop,Dining and Drinking > Bagel Shop,13001,Dining and Drinking , Bagel Shop,70.5,Dining and Drinking > Dessert Shop > Pie Shop,13048,64.5,Dining and Drinking > Dessert Shop > Waffle Shop,13392,63.9,TRUE
used_vintage_and_consignment,Retail > Vintage and Thrift Store,17138,Retail , Vintage and Thrift Store,60.6,Community and Government,12000,55.4,Community and Government > Assisted Living,12117,55.0,TRUE
newspaper_and_magazines_store,Retail > Dance Store,17032,Retail , Dance Store,63.7,Retail > Food and Beverage Retail > Wine Store,17080,63.2,Retail > Vape Store,17136,62.1,TRUE
bridal_shop,Retail > Fashion Retail > Bridal Store,17041,Retail , Fashion Retail ,77.6,Dining and Drinking > Bagel Shop,13001,69.1,Dining and Drinking > Dessert Shop > Pie Shop,13048,63.5,TRUE
honey_farm_shop,Landmarks and Outdoors > Farm,16014,Landmarks and Outdoors , Farm,68.0,Retail > Smoke Shop,17146,62.2,Retail > Pawn Shop,17108,58.4,TRUE
firework_retailer,Retail > Fireworks Store,17053,Retail , Fireworks Store,75.8,Retail,17000,71.3,Business and Professional Services > Lottery Retailer,11117,69.8,TRUE
guitar_store,Retail > Gift Store,17089,Retail , Gift Store,77.0,Retail > Sporting Goods Retail > Gun Store,17123,70.7,Retail > Sporting Goods Retail > Surf Store,17129,70.2,TRUE
flowers_and_gifts_shop,Dining and Drinking > Restaurant > Fish and Chips Shop,13051,Dining and Drinking , Restaurant ,62.7,Dining and Drinking > Dessert Shop > Pie Shop,13048,59.7,Retail > Arts and Crafts Store,17003,59.5,TRUE
telemarketing_services,Business and Professional Services > Welding Service,11178,Business and Professional Services , Welding Service,66.7,Business and Professional Services > Tutoring Service,11172,66.2,Business and Professional Services > Automotive Service > Towing Service,11016,66.1,TRUE
knitting_supply,Retail > Knitting Store,17092,Retail , Knitting Store,72.3,Retail > Sporting Goods Retail > Hunting Supply Store,17124,69.6,Retail > Furniture and Home Store > Kitchen Supply Store,17086,65.4,TRUE
trophy_shop,Dining and Drinking > Dessert Shop > Pastry Shop,13047,Dining and Drinking , Dessert Shop ,70.5,Dining and Drinking > Dessert Shop > Gelato Shop,13045,65.7,Dining and Drinking > Dessert Shop > Pie Shop,13048,62.8,TRUE
herb_and_spice_shop,Retail > Food and Beverage Retail > Herbs and Spices Store,17072,Retail , Food and Beverage Retail ,69.3,Dining and Drinking > Dessert Shop > Pie Shop,13048,67.2,Dining and Drinking > Restaurant > Fish and Chips Shop,13051,64.0,TRUE
flooring_store,Retail > Framing Store,17081,Retail , Framing Store,76.4,Business and Professional Services > Home Improvement Service > Carpet and Flooring Contractor,11079,75.1,Retail > Flower Store,17056,72.2,TRUE
auto_parts_and_supply_store,Retail > Party Supply Store,17107,Retail , Party Supply Store,75.8,Retail > Outdoor Supply Store,17103,74.2,Retail > Furniture and Home Store > Kitchen Supply Store,17086,74.1,TRUE
