OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label,Match_Confidence_Score
sikh_temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12109,Community and Government > Spiritual Center > Sikh Temple,1.000
astrologer,Religious & Spiritual,Religious & Spiritual,Community and Government,12105,Community and Government > Spiritual Center > Monastery,0.211
evangelical_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church,0.950
buddhist_temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12099,Community and Government > Spiritual Center > Buddhist Temple,1.000
temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12111,Community and Government > Spiritual Center > Temple,1.000
hindu_temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12103,Community and Government > Spiritual Center > Hindu Temple,1.000
baptist_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church,0.950
religious_destination,Religious & Spiritual,Religious & Spiritual,Community and Government,12062,Community and Government > Education > Religious School,0.559
wedding_chapel,Religious & Spiritual,Religious & Spiritual,Community and Government,12051,Community and Government > Education > Driving School,0.229
anglican_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church,0.950
convents_and_monasteries,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government,0.217
meditation_center,Religious & Spiritual,Religious & Spiritual,Community and Government,12093,Community and Government > Rehabilitation Center,0.616
mission,Religious & Spiritual,Religious & Spiritual,Community and Government,12090,Community and Government > Prison,0.246
psychic_medium,Religious & Spiritual,Religious & Spiritual,Community and Government,12075,Community and Government > Government Building > Post Office,0.160
hardware_store,Retail & Shopping,Retail & Shopping,Retail,17090,Retail > Hardware Store,1.000
thrift_store,Retail & Shopping,Retail & Shopping,Retail,17138,Retail > Vintage and Thrift Store,0.950
threads_and_yarns_wholesaler,Retail & Shopping,Retail & Shopping,Retail,17139,Retail > Warehouse or Wholesale Store,0.229
home_theater_systems_stores,Retail & Shopping,Retail & Shopping,Retail,17084,Retail > Furniture and Home Store > Home Appliance Store,0.354
kiosk,Retail & Shopping,Retail & Shopping,Retail,17127,Retail > Sporting Goods Retail > Ski Store,0.171
aquatic_pet_store,Retail & Shopping,Retail & Shopping,Retail,17110,Retail > Pet Supplies Store,0.606
sunglasses_store,Retail & Shopping,Retail & Shopping,Retail,17049,Retail > Fashion Retail > Sunglasses Store,1.000
furniture_accessory_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store,0.694
convenience_store,Retail & Shopping,Retail & Shopping,Retail,17029,Retail > Convenience Store,1.000
clothing_company,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.567
outdoor_gear,Retail & Shopping,Retail & Shopping,Retail,17103,Retail > Outdoor Supply Store,0.425
formal_wear_store,Retail & Shopping,Retail & Shopping,Retail,17056,Retail > Flower Store,0.503
flea_market,Retail & Shopping,Retail & Shopping,Retail,17054,Retail > Flea Market,1.000
orthopedic_shoe_store,Retail & Shopping,Retail & Shopping,Retail,17048,Retail > Fashion Retail > Shoe Store,0.950
ethical_grocery,Retail & Shopping,Retail & Shopping,Retail,17070,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,0.567
childrens_clothing_store,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.950
fur_clothing,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.546
grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,1.000
welding_supply_store,Retail & Shopping,Retail & Shopping,Retail,17095,Retail > Medical Supply Store,0.720
building_supply_store,Retail & Shopping,Retail & Shopping,Retail,17124,Retail > Sporting Goods Retail > Hunting Supply Store,0.732
marketing_agency,Retail & Shopping,Retail & Shopping,Retail,17144,Retail > Market,0.950
kosher_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
b2b_apparel,Retail & Shopping,Retail & Shopping,Retail,17014,Retail > Baby Store,0.190
plus_size_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.423
car_stereo_store,Retail & Shopping,Retail & Shopping,Retail,17024,Retail > Computers and Electronics Retail > Camera Store,0.486
lawn_mower_store,Retail & Shopping,Retail & Shopping,Retail,17056,Retail > Flower Store,0.514
pet_store,Retail & Shopping,Retail & Shopping,Retail,17083,Retail > Furniture and Home Store > Carpet Store,0.950
rug_store,Retail & Shopping,Retail & Shopping,Retail,17125,Retail > Sporting Goods Retail > Running Store,0.627
tire_repair_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.450
retail,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,1.000
asian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
online_shop,Retail & Shopping,Retail & Shopping,Retail,17146,Retail > Smoke Shop,0.567
duty_free_shop,Retail & Shopping,Retail & Shopping,Retail,17036,Retail > Duty-free Store,0.731
womens_clothing_store,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.950
paint_store,Retail & Shopping,Retail & Shopping,Retail,17112,Retail > Print Store,0.664
framing_store,Retail & Shopping,Retail & Shopping,Retail,17081,Retail > Framing Store,1.000
swimwear_store,Retail & Shopping,Retail & Shopping,Retail,17050,Retail > Fashion Retail > Swimwear Store,1.000
window_treatment_store,Retail & Shopping,Retail & Shopping,Retail,17033,Retail > Department Store,0.474
gift_shop,Retail & Shopping,Retail & Shopping,Retail,17089,Retail > Gift Store,0.595
discount_store,Retail & Shopping,Retail & Shopping,Retail,17034,Retail > Discount Store,1.000
photography_store_and_services,Retail & Shopping,Retail & Shopping,Retail,17013,Retail > Automotive Retail > Motorsports Store,0.387
home_improvement_store,Retail & Shopping,Retail & Shopping,Retail,17084,Retail > Furniture and Home Store > Home Appliance Store,0.648
mattress_store,Retail & Shopping,Retail & Shopping,Retail,17088,Retail > Furniture and Home Store > Mattress Store,1.000
supermarket,Retail & Shopping,Retail & Shopping,Retail,17142,Retail > Food and Beverage Retail > Supermarket,1.000
reptile_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.567
spiritual_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.543
pawn_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,1.000
machine_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.567
japanese_confectionery_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.385
water_store,Retail & Shopping,Retail & Shopping,Retail,17051,Retail > Fashion Retail > Watch Store,0.627
internet_marketing_service,Retail & Shopping,Retail & Shopping,Retail,17144,Retail > Market,0.950
lumber_store,Retail & Shopping,Retail & Shopping,Retail,17058,Retail > Food and Beverage Retail > Beer Store,0.627
outdoor_furniture_store,Retail & Shopping,Retail & Shopping,Retail,17103,Retail > Outdoor Supply Store,0.679
wholesale_store,Retail & Shopping,Retail & Shopping,Retail,17139,Retail > Warehouse or Wholesale Store,0.950
night_market,Retail & Shopping,Retail & Shopping,Retail,17144,Retail > Market,0.950
fertilizer_store,Retail & Shopping,Retail & Shopping,Retail,17038,Retail > Textiles Store,0.593
ceremonial_clothing,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.494
fashion_accessories_store,Retail & Shopping,Retail & Shopping,Retail,17044,Retail > Fashion Retail > Fashion Accessories Store,1.000
surf_shop,Retail & Shopping,Retail & Shopping,Retail,17129,Retail > Sporting Goods Retail > Surf Store,0.595
art_supply_store,Retail & Shopping,Retail & Shopping,Retail,17107,Retail > Party Supply Store,0.776
army_and_navy_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.480
academic_bookstore,Retail & Shopping,Retail & Shopping,Retail,17018,Retail > Bookstore,0.950
flower_markets,Retail & Shopping,Retail & Shopping,Retail,17144,Retail > Market,0.950
carpet_store,Retail & Shopping,Retail & Shopping,Retail,17083,Retail > Furniture and Home Store > Carpet Store,1.000
eyewear_and_optician,Retail & Shopping,Retail & Shopping,Retail,17072,Retail > Food and Beverage Retail > Herbs and Spices Store,0.190
boat_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17107,Retail > Party Supply Store,0.602
audio_visual_equipment_store,Retail & Shopping,Retail & Shopping,Retail,17132,Retail > Supplement Store,0.417
outlet_store,Retail & Shopping,Retail & Shopping,Retail,17105,Retail > Outlet Store,1.000
farmers_market,Retail & Shopping,Retail & Shopping,Retail,17065,Retail > Food and Beverage Retail > Farmers Market,1.000
custom_t_shirt_store,Retail & Shopping,Retail & Shopping,Retail,17074,Retail > Food and Beverage Retail > Kosher Store,0.450
hair_supply_stores,Retail & Shopping,Retail & Shopping,Retail,17107,Retail > Party Supply Store,0.533
denim_wear_store,Retail & Shopping,Retail & Shopping,Retail,17050,Retail > Fashion Retail > Swimwear Store,0.520
uniform_store,Retail & Shopping,Retail & Shopping,Retail,17116,Retail > Souvenir Store,0.596
musical_instrument_store,Retail & Shopping,Retail & Shopping,Retail,17031,Retail > Costume Store,0.459
gun_and_ammo,Retail & Shopping,Retail & Shopping,Retail,17123,Retail > Sporting Goods Retail > Gun Store,0.490
traditional_clothing,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.488
dive_shop,Retail & Shopping,Retail & Shopping,Retail,17120,Retail > Sporting Goods Retail > Dive Store,0.595
music_and_dvd_store,Retail & Shopping,Retail & Shopping,Retail,17098,Retail > Music Store,0.693
luggage_store,Retail & Shopping,Retail & Shopping,Retail,17094,Retail > Luggage Store,1.000
mexican_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
optical_wholesaler,Retail & Shopping,Retail & Shopping,Retail,17139,Retail > Warehouse or Wholesale Store,0.209
skate_shop,Retail & Shopping,Retail & Shopping,Retail,17146,Retail > Smoke Shop,0.620
toy_store,Retail & Shopping,Retail & Shopping,Retail,17135,Retail > Toy Store,1.000
tobacco_shop,Retail & Shopping,Retail & Shopping,Retail,17134,Retail > Tobacco Store,0.620
personal_shopper,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.224
liquor_store,Retail & Shopping,Retail & Shopping,Retail,17076,Retail > Food and Beverage Retail > Liquor Store,1.000
diy_auto_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.421
jewelry_store,Retail & Shopping,Retail & Shopping,Retail,17045,Retail > Fashion Retail > Jewelry Store,1.000
shoe_store,Retail & Shopping,Retail & Shopping,Retail,17048,Retail > Fashion Retail > Shoe Store,1.000
international_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
piano_store,Retail & Shopping,Retail & Shopping,Retail,17112,Retail > Print Store,0.627
hobby_shop,Retail & Shopping,Retail & Shopping,Retail,17091,Retail > Hobby Store,0.605
herbal_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.540
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping,Retail,17138,Retail > Vintage and Thrift Store,0.415
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping,Retail,17072,Retail > Food and Beverage Retail > Herbs and Spices Store,0.451
bridal_shop,Retail & Shopping,Retail & Shopping,Retail,17041,Retail > Fashion Retail > Bridal Store,0.613
honey_farm_shop,Retail & Shopping,Retail & Shopping,Retail,17146,Retail > Smoke Shop,0.424
mobile_phone_store,Retail & Shopping,Retail & Shopping,Retail,17026,Retail > Computers and Electronics Retail > Mobile Phone Store,1.000
boutique,Retail & Shopping,Retail & Shopping,Retail,17020,Retail > Boutique,1.000
firework_retailer,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.950
guitar_store,Retail & Shopping,Retail & Shopping,Retail,17089,Retail > Gift Store,0.627
specialty_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
indian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
flowers_and_gifts_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.388
telemarketing_services,Retail & Shopping,Retail & Shopping,Retail,17144,Retail > Market,0.950
knitting_supply,Retail & Shopping,Retail & Shopping,Retail,17092,Retail > Knitting Store,0.576
korean_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
brewing_supply_store,Retail & Shopping,Retail & Shopping,Retail,17124,Retail > Sporting Goods Retail > Hunting Supply Store,0.720
lighting_store,Retail & Shopping,Retail & Shopping,Retail,17087,Retail > Furniture and Home Store > Lighting Store,1.000
trophy_shop,Retail & Shopping,Retail & Shopping,Retail,17079,Retail > Food and Beverage Retail > Turşucu Shop,0.543
herb_and_spice_shop,Retail & Shopping,Retail & Shopping,Retail,17146,Retail > Smoke Shop,0.422
flooring_store,Retail & Shopping,Retail & Shopping,Retail,17081,Retail > Framing Store,0.626
comic_books_store,Retail & Shopping,Retail & Shopping,Retail,17022,Retail > Comic Book Store,0.788
russian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
vinyl_record_store,Retail & Shopping,Retail & Shopping,Retail,17113,Retail > Record Store,0.950
auto_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17107,Retail > Party Supply Store,0.602
pen_store,Retail & Shopping,Retail & Shopping,Retail,17136,Retail > Vape Store,0.637
handicraft_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.533
designer_clothing,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.506
bookstore,Retail & Shopping,Retail & Shopping,Retail,17018,Retail > Bookstore,1.000
perfume_store,Retail & Shopping,Retail & Shopping,Retail,17109,Retail > Perfume Store,1.000
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping,Retail,17007,Retail > Automotive Retail > Car Dealership > Classic and Antique Car Dealership,0.176
woodworking_supply_store,Retail & Shopping,Retail & Shopping,Retail,17106,Retail > Packaging Supply Store,0.696
agricultural_seed_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store,0.438
craft_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.553
japanese_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
appliance_store,Retail & Shopping,Retail & Shopping,Retail,17084,Retail > Furniture and Home Store > Home Appliance Store,0.950
beverage_store,Retail & Shopping,Retail & Shopping,Retail,17058,Retail > Food and Beverage Retail > Beer Store,0.633
electronics_repair_shop,Retail & Shopping,Retail & Shopping,Retail,17025,Retail > Computers and Electronics Retail > Electronics Store,0.480
bathroom_fixture_stores,Retail & Shopping,Retail & Shopping,Retail,17002,Retail > Antique Store,0.244
candle_store,Retail & Shopping,Retail & Shopping,Retail,17060,Retail > Food and Beverage Retail > Candy Store,0.648
tire_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.567
watch_store,Retail & Shopping,Retail & Shopping,Retail,17051,Retail > Fashion Retail > Watch Store,1.000
computer_store,Retail & Shopping,Retail & Shopping,Retail,17024,Retail > Computers and Electronics Retail > Camera Store,0.608
farming_equipment_store,Retail & Shopping,Retail & Shopping,Retail,17081,Retail > Framing Store,0.467
cannabis_dispensary,Retail & Shopping,Retail & Shopping,Retail,17143,Retail > Marijuana Dispensary,0.587
do_it_yourself_store,Retail & Shopping,Retail & Shopping,Retail,17031,Retail > Costume Store,0.542
sporting_goods,Retail & Shopping,Retail & Shopping,Retail,17117,Retail > Sporting Goods Retail,0.950
electrical_supply_store,Retail & Shopping,Retail & Shopping,Retail,17095,Retail > Medical Supply Store,0.735
marketing_consultant,Retail & Shopping,Retail & Shopping,Retail,17144,Retail > Market,0.950
livestock_feed_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17106,Retail > Packaging Supply Store,0.557
kitchen_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,1.000
battery_store,Retail & Shopping,Retail & Shopping,Retail,17014,Retail > Baby Store,0.613
drone_store,Retail & Shopping,Retail & Shopping,Retail,17032,Retail > Dance Store,0.627
souvenir_shop,Retail & Shopping,Retail & Shopping,Retail,17116,Retail > Souvenir Store,0.626
shopping_center,Retail & Shopping,Retail & Shopping,Retail,17114,Retail > Shopping Mall,0.557
t_shirt_store,Retail & Shopping,Retail & Shopping,Retail,17127,Retail > Sporting Goods Retail > Ski Store,0.591
video_game_store,Retail & Shopping,Retail & Shopping,Retail,17027,Retail > Computers and Electronics Retail > Video Games Store,0.788
custom_cakes_shop,Retail & Shopping,Retail & Shopping,Retail,17146,Retail > Smoke Shop,0.467
mens_clothing_store,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.950
auto_body_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.409
horse_equipment_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.426
fabric_store,Retail & Shopping,Retail & Shopping,Retail,17041,Retail > Fashion Retail > Bridal Store,0.600
avionics_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.555
electronics,Retail & Shopping,Retail & Shopping,Retail,17023,Retail > Computers and Electronics Retail,0.950
organic_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.950
antique_store,Retail & Shopping,Retail & Shopping,Retail,17002,Retail > Antique Store,1.000
educational_supply_store,Retail & Shopping,Retail & Shopping,Retail,17095,Retail > Medical Supply Store,0.727
motorsports_store,Retail & Shopping,Retail & Shopping,Retail,17013,Retail > Automotive Retail > Motorsports Store,1.000
custom_clothing,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.521
superstore,Retail & Shopping,Retail & Shopping,Retail,17129,Retail > Sporting Goods Retail > Surf Store,0.320
pop_up_shop,Retail & Shopping,Retail & Shopping,Retail,17111,Retail > Pop-Up Store,0.613
wallpaper_store,Retail & Shopping,Retail & Shopping,Retail,17136,Retail > Vape Store,0.588
furniture_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store,0.708
military_surplus_store,Retail & Shopping,Retail & Shopping,Retail,17107,Retail > Party Supply Store,0.480
indian_sweets_shop,Retail & Shopping,Retail & Shopping,Retail,17146,Retail > Smoke Shop,0.406
cards_and_stationery_store,Retail & Shopping,Retail & Shopping,Retail,17131,Retail > Stationery Store,0.950
archery_shop,Retail & Shopping,Retail & Shopping,Retail,17079,Retail > Food and Beverage Retail > Turşucu Shop,0.533
bird_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.567
lingerie_store,Retail & Shopping,Retail & Shopping,Retail,17046,Retail > Fashion Retail > Lingerie Store,1.000
used_bookstore,Retail & Shopping,Retail & Shopping,Retail,17019,Retail > Bookstore > Used Bookstore,1.000
home_goods_store,Retail & Shopping,Retail & Shopping,Retail,17093,Retail > Leather Goods Store,0.720
dairy_stores,Retail & Shopping,Retail & Shopping,Retail,17064,Retail > Food and Beverage Retail > Dairy Store,0.950
clothing_store,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,1.000
iron_and_steel_store,Retail & Shopping,Retail & Shopping,Retail,17072,Retail > Food and Beverage Retail > Herbs and Spices Store,0.467
ski_and_snowboard_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.389
clothing_rental,Retail & Shopping,Retail & Shopping,Retail,17043,Retail > Fashion Retail > Clothing Store,0.603
rental_kiosks,Retail & Shopping,Retail & Shopping,Retail,17018,Retail > Bookstore,0.248
shopping,Retail & Shopping,Retail & Shopping,Retail,17114,Retail > Shopping Mall,0.950
department_store,Retail & Shopping,Retail & Shopping,Retail,17033,Retail > Department Store,1.000
hat_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop,0.582
adult_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,1.000
costume_store,Retail & Shopping,Retail & Shopping,Retail,17031,Retail > Costume Store,1.000
e_cigarette_store,Retail & Shopping,Retail & Shopping,Retail,17083,Retail > Furniture and Home Store > Carpet Store,0.603
bedding_and_bath_stores,Retail & Shopping,Retail & Shopping,Retail,17138,Retail > Vintage and Thrift Store,0.272
bicycle_shop,Retail & Shopping,Retail & Shopping,Retail,17119,Retail > Sporting Goods Retail > Bicycle Store,0.620
safe_store,Retail & Shopping,Retail & Shopping,Retail,17126,Retail > Sporting Goods Retail > Skate Store,0.643
drugstore,Retail & Shopping,Retail & Shopping,Retail,17035,Retail > Drugstore,1.000
handbag_stores,Retail & Shopping,Retail & Shopping,Retail,17060,Retail > Food and Beverage Retail > Candy Store,0.288
wig_store,Retail & Shopping,Retail & Shopping,Retail,17080,Retail > Food and Beverage Retail > Wine Store,0.637
tile_store,Retail & Shopping,Retail & Shopping,Retail,17038,Retail > Textiles Store,0.633
baseball_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18004,Sports and Recreation > Baseball > Baseball Field,1.000
surfing,Sports & Recreation,Sports & Recreation,Sports and Recreation,18072,Sports and Recreation > Water Sports > Surfing,1.000
volleyball_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18066,Sports and Recreation > Volleyball Court,0.635
go_kart_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.578
go_kart_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18053,Sports and Recreation > Running and Track > Track,0.950
rugby_pitch,Sports & Recreation,Sports & Recreation,Sports and Recreation,18050,Sports and Recreation > Rugby > Rugby Pitch,1.000
trail,Sports & Recreation,Sports & Recreation,Sports and Recreation,18084,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail,0.950
free_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18057,Sports and Recreation > Skydiving Center,0.506
baseball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18002,Sports and Recreation > Baseball,0.950
disc_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.950
paintball,Sports & Recreation,Sports & Recreation,Sports and Recreation,18037,Sports and Recreation > Paintball Field,0.950
professional_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.417
golf_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.950
school_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18058,Sports and Recreation > Snow Sports,0.448
sky_diving,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.394
paddleboarding_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18057,Sports and Recreation > Skydiving Center,0.538
sports_and_recreation_venue,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.950
mountain_bike_trails,Sports & Recreation,Sports & Recreation,Sports and Recreation,18079,Sports and Recreation > Hunting Area,0.200
canoe_and_kayak_hire_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.588
horse_racing_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18053,Sports and Recreation > Running and Track > Track,0.950
archery_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18020,Sports and Recreation > Gun Range,0.518
sailing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18070,Sports and Recreation > Water Sports > Sailing Club,1.000
fishing_charter,Sports & Recreation,Sports & Recreation,Sports and Recreation,18086,Sports and Recreation > Fishing Area,0.626
hockey_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation,18031,Sports and Recreation > Hockey,0.950
professional_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.396
scuba_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.705
volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18066,Sports and Recreation > Volleyball Court,1.000
tennis_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18045,Sports and Recreation > Racquet Sports > Tennis,0.950
school_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18058,Sports and Recreation > Snow Sports,0.432
table_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18045,Sports and Recreation > Racquet Sports > Tennis,0.950
cricket_ground,Sports & Recreation,Sports & Recreation,Sports and Recreation,18010,Sports and Recreation > Cricket Ground,1.000
amateur_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18067,Sports and Recreation > Water Sports,0.467
kiteboarding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18054,Sports and Recreation > Skating,0.211
surfboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.411
kiteboarding_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.238
tennis_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18047,Sports and Recreation > Racquet Sports > Tennis > Tennis Court,1.000
batting_cage,Sports & Recreation,Sports & Recreation,Sports and Recreation,18005,Sports and Recreation > Baseball > Batting Cages,0.950
climbing_class,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym,0.577
stadium_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area,0.225
bocce_ball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,0.500
football_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18014,Sports and Recreation > Football > Football Club,1.000
golf_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18017,Sports and Recreation > Golf > Golf Club,1.000
paddleboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.400
bowling_alley,Sports & Recreation,Sports & Recreation,Sports and Recreation,18009,Sports and Recreation > Bowling Green,0.577
sports_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.600
diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18057,Sports and Recreation > Skydiving Center,0.950
racquetball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18043,Sports and Recreation > Racquet Sports > Racquetball Club,0.639
tubing_provider,Sports & Recreation,Sports & Recreation,Sports and Recreation,18069,Sports and Recreation > Water Sports > Rafting Outfitter,0.225
court_reporter,Sports & Recreation,Sports & Recreation,Sports and Recreation,18044,Sports and Recreation > Racquet Sports > Squash Court,0.454
rafting_kayaking_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18086,Sports and Recreation > Fishing Area,0.442
hiking_trail,Sports & Recreation,Sports & Recreation,Sports and Recreation,18084,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail,0.605
