OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary
irrigation_companies,Other Services,Other Services,Business and Professional Services
typing_services,Other Services,Other Services,Business and Professional Services
pool_and_hot_tub_services,Other Services,Other Services,Business and Professional Services
event_technology_service,Other Services,Other Services,Business and Professional Services
investing,Other Services,Other Services,Business and Professional Services
pharmaceutical_companies,Other Services,Other Services,Business and Professional Services
assisted_living_facility,Other Services,Other Services,Business and Professional Services
audiovisual_equipment_rental,Other Services,Other Services,Business and Professional Services
holiday_decorating,Other Services,Other Services,Business and Professional Services
hydro_jetting,Other Services,Other Services,Business and Professional Services
wine_wholesaler,Other Services,Other Services,Business and Professional Services
pharmaceutical_products_wholesaler,Other Services,Other Services,Business and Professional Services
psychoanalyst,Other Services,Healthcare & Medical,Health and Medicine
storage_facility,Other Services,Other Services,Business and Professional Services
endoscopist,Other Services,Healthcare & Medical,Health and Medicine
orthotics,Other Services,Healthcare & Medical,Health and Medicine
chocolatier,Other Services,Other Services,Business and Professional Services
home_decor,Other Services,Other Services,Business and Professional Services
diagnostic_imaging,Other Services,Healthcare & Medical,Health and Medicine
nanny_services,Other Services,Other Services,Business and Professional Services
bookbinding,Other Services,Other Services,Business and Professional Services
chambers_of_commerce,Other Services,Other Services,Business and Professional Services
travel_agents,Other Services,Tourism & Attractions,Landmarks and Outdoors
macarons,Other Services,Other Services,Business and Professional Services
placenta_encapsulation_service,Other Services,Healthcare & Medical,Health and Medicine
grout_service,Other Services,Other Services,Business and Professional Services
body_contouring,Other Services,Other Services,Business and Professional Services
shipping_center,Other Services,Other Services,Business and Professional Services
weather_station,Other Services,Other Services,Business and Professional Services
rv_rentals,Other Services,Other Services,Business and Professional Services
bus_service,Other Services,Transportation,Travel and Transportation
linen,Other Services,Other Services,Business and Professional Services
dumpster_rentals,Other Services,Other Services,Business and Professional Services
computer_wholesaler,Other Services,Other Services,Business and Professional Services
skyscraper,Other Services,Other Services,Business and Professional Services
hockey_equipment,Other Services,Other Services,Business and Professional Services
laboratory_testing,Other Services,Healthcare & Medical,Health and Medicine
podiatry,Other Services,Healthcare & Medical,Health and Medicine
social_and_human_services,Other Services,Other Services,Business and Professional Services
grilling_equipment,Other Services,Other Services,Business and Professional Services
periodontist,Other Services,Healthcare & Medical,Health and Medicine
mobile_phone_accessories,Other Services,Other Services,Business and Professional Services
merchandising_service,Other Services,Other Services,Business and Professional Services
record_label,Other Services,Other Services,Business and Professional Services
blacksmiths,Other Services,Other Services,Business and Professional Services
aircraft_parts_and_supplies,Other Services,Other Services,Business and Professional Services
calligraphy,Other Services,Other Services,Business and Professional Services
television_service_providers,Other Services,Other Services,Business and Professional Services
memory_care,Other Services,Other Services,Business and Professional Services
registry_office,Other Services,Other Services,Business and Professional Services
rest_stop,Other Services,Other Services,Business and Professional Services
auditorium,Other Services,Other Services,Business and Professional Services
musical_instrument_services,Other Services,Other Services,Business and Professional Services
sugar_shack,Other Services,Other Services,Business and Professional Services
club_crawl,Other Services,Other Services,Business and Professional Services
home_security,Other Services,Other Services,Business and Professional Services
traffic_school,Other Services,Other Services,Business and Professional Services
rv_and_boat_storage_facility,Other Services,Other Services,Business and Professional Services
boat_parts_and_accessories,Other Services,Other Services,Business and Professional Services
marble_and_granite_professionals,Other Services,Other Services,Business and Professional Services
blueprinters,Other Services,Other Services,Business and Professional Services
junkyard,Other Services,Other Services,Business and Professional Services
cannabis_tour,Other Services,Other Services,Business and Professional Services
boat_storage_facility,Other Services,Other Services,Business and Professional Services
salsa_club,Other Services,Other Services,Business and Professional Services
funeral_services_and_cemeteries,Other Services,Other Services,Business and Professional Services
lighting_fixtures_and_equipment,Other Services,Other Services,Business and Professional Services
campus_building,Other Services,Other Services,Business and Professional Services
canteen,Other Services,Other Services,Business and Professional Services
paternity_tests_and_services,Other Services,Healthcare & Medical,Health and Medicine
roadside_assistance,Other Services,Other Services,Business and Professional Services
ziplining_center,Other Services,Other Services,Business and Professional Services
kids_recreation_and_party,Other Services,Other Services,Business and Professional Services
immigration_and_naturalization,Other Services,Government & Public Services,Community and Government
onsen,Other Services,Other Services,Business and Professional Services
high_gliding_center,Other Services,Other Services,Business and Professional Services
shredding_services,Other Services,Other Services,Business and Professional Services
wills_trusts_and_probate,Other Services,Other Services,Business and Professional Services
greenhouses,Other Services,Other Services,Business and Professional Services
gunsmith,Other Services,Other Services,Business and Professional Services
business_signage,Other Services,Other Services,Business and Professional Services
glass_blowing,Other Services,Other Services,Business and Professional Services
secretarial_services,Other Services,Other Services,Business and Professional Services
trusts,Other Services,Other Services,Business and Professional Services
wholesaler,Other Services,Other Services,Business and Professional Services
colonics,Other Services,Healthcare & Medical,Health and Medicine
sommelier_service,Other Services,Other Services,Business and Professional Services
customized_merchandise,Other Services,Other Services,Business and Professional Services
eatertainment,Other Services,Other Services,Business and Professional Services
country_dance_hall,Other Services,Other Services,Business and Professional Services
snorkeling_equipment_rental,Other Services,Other Services,Business and Professional Services
commercial_refrigeration,Other Services,Other Services,Business and Professional Services
boat_charter,Other Services,Other Services,Business and Professional Services
powder_coating_service,Other Services,Other Services,Business and Professional Services
commercial_printer,Other Services,Other Services,Business and Professional Services
escrow_services,Other Services,Other Services,Business and Professional Services
reflexology,Other Services,Other Services,Business and Professional Services
fabric_wholesaler,Other Services,Other Services,Business and Professional Services
e_commerce_service,Other Services,Other Services,Business and Professional Services
trains,Other Services,Other Services,Business and Professional Services
backflow_services,Other Services,Other Services,Business and Professional Services
bicycle_path,Other Services,Other Services,Business and Professional Services
diagnostic_services,Other Services,Other Services,Business and Professional Services
fashion,Other Services,Other Services,Business and Professional Services
private_tutor,Other Services,Other Services,Business and Professional Services
tobacco_company,Other Services,Other Services,Business and Professional Services
caricature,Other Services,Other Services,Business and Professional Services
lingerie_wholesaler,Other Services,Other Services,Business and Professional Services
copywriting_service,Other Services,Other Services,Business and Professional Services
kitchen_incubator,Other Services,Other Services,Business and Professional Services
business_office_supplies_and_stationery,Other Services,Other Services,Business and Professional Services
machine_and_tool_rentals,Other Services,Other Services,Business and Professional Services
stucco_services,Other Services,Other Services,Business and Professional Services
professional_services,Other Services,Professional Services,Business and Professional Services
driving_school,Other Services,Other Services,Business and Professional Services
social_club,Other Services,Other Services,Business and Professional Services
island,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
playground,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
desert,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
nursery_and_gardening,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
canyon,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
forest,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
lake,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
waterfall,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
hot_springs,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
beach,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
cave,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
mountain,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
nature_reserve,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
national_park,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
forestry_service,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
mobile_home_park,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
atv_recreation_park,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
sand_dune,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
hydroponic_gardening,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
home_and_garden,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
wildlife_control,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
playground_equipment_supplier,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
park_and_rides,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
park,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
beer_garden,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
beach_equipment_rentals,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
natural_hot_springs,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
holiday_park,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
river,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
community_gardens,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
wildlife_sanctuary,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
dog_park,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
spring_supplier,Parks & Natural Features,Parks & Natural Features,Landmarks and Outdoors
personal_chef,Personal Services,Personal Services,Business and Professional Services
laundry_services,Personal Services,Personal Services,Business and Professional Services
sewing_and_alterations,Personal Services,Personal Services,Business and Professional Services
valet_service,Personal Services,Personal Services,Business and Professional Services
gents_tailor,Personal Services,Personal Services,Business and Professional Services
personal_assistant,Personal Services,Personal Services,Business and Professional Services
matchmaker,Personal Services,Personal Services,Business and Professional Services
engraving,Personal Services,Personal Services,Business and Professional Services
pet_photography,Pet Services,Pet Services,Business and Professional Services
homeless_shelter,Pet Services,Pet Services,Business and Professional Services
animal_shelter,Pet Services,Pet Services,Business and Professional Services
pet_adoption,Pet Services,Pet Services,Business and Professional Services
animal_rescue_service,Pet Services,Pet Services,Business and Professional Services
pet_sitting,Pet Services,Pet Services,Business and Professional Services
pet_services,Pet Services,Pet Services,Business and Professional Services
pet_breeder,Pet Services,Pet Services,Business and Professional Services
adoption_services,Pet Services,Pet Services,Business and Professional Services
pet_cemetery_and_crematorium_services,Pet Services,Pet Services,Business and Professional Services
pet_boarding,Pet Services,Pet Services,Business and Professional Services
dog_walkers,Pet Services,Pet Services,Business and Professional Services
flyboarding_center,Pet Services,Pet Services,Business and Professional Services
carpet_installation,Pet Services,Pet Services,Business and Professional Services
pet_groomer,Pet Services,Pet Services,Business and Professional Services
flyboarding_rental,Pet Services,Pet Services,Business and Professional Services
appellate_practice_lawyers,Professional Services,Professional Services,Business and Professional Services
unemployment_office,Professional Services,Professional Services,Business and Professional Services
construction_management,Professional Services,Professional Services,Business and Professional Services
pain_management,Professional Services,Healthcare & Medical,Health and Medicine
business_management_services,Professional Services,Professional Services,Business and Professional Services
divorce_and_family_law,Professional Services,Professional Services,Business and Professional Services
forestry_consultants,Professional Services,Professional Services,Business and Professional Services
traffic_ticketing_law,Professional Services,Professional Services,Business and Professional Services
translation_services,Professional Services,Professional Services,Business and Professional Services
architect,Professional Services,Professional Services,Business and Professional Services
engineering_services,Professional Services,Professional Services,Business and Professional Services
lawyer,Professional Services,Professional Services,Business and Professional Services
architectural_designer,Professional Services,Professional Services,Business and Professional Services
paralegal_services,Professional Services,Professional Services,Business and Professional Services
civil_rights_lawyers,Professional Services,Professional Services,Business and Professional Services
architectural_tours,Professional Services,Professional Services,Business and Professional Services
workers_compensation_law,Professional Services,Professional Services,Business and Professional Services
accountant,Professional Services,Professional Services,Business and Professional Services
financial_advising,Professional Services,Professional Services,Business and Professional Services
photographer,Professional Services,Professional Services,Business and Professional Services
dui_law,Professional Services,Professional Services,Business and Professional Services
business_consulting,Professional Services,Professional Services,Business and Professional Services
videographer,Professional Services,Professional Services,Business and Professional Services
web_designer,Professional Services,Professional Services,Business and Professional Services
advertising_agency,Professional Services,Professional Services,Business and Professional Services
employment_agencies,Professional Services,Professional Services,Business and Professional Services
bookkeeper,Professional Services,Professional Services,Business and Professional Services
graphic_designer,Professional Services,Professional Services,Business and Professional Services
criminal_defense_law,Professional Services,Professional Services,Business and Professional Services
human_resource_services,Professional Services,Professional Services,Business and Professional Services
lawn_service,Professional Services,Professional Services,Business and Professional Services
business_law,Professional Services,Professional Services,Business and Professional Services
business_advertising,Professional Services,Professional Services,Business and Professional Services
tax_law,Professional Services,Professional Services,Business and Professional Services
patent_law,Professional Services,Professional Services,Business and Professional Services
civil_engineers,Professional Services,Professional Services,Business and Professional Services
acoustical_consultant,Professional Services,Professional Services,Business and Professional Services
personal_injury_law,Professional Services,Professional Services,Business and Professional Services
temp_agency,Professional Services,Professional Services,Business and Professional Services
direct_mail_advertising,Professional Services,Professional Services,Business and Professional Services
it_consultant,Professional Services,Professional Services,Business and Professional Services
structural_engineer,Professional Services,Professional Services,Business and Professional Services
product_design,Professional Services,Professional Services,Business and Professional Services
law_enforcement,Professional Services,Professional Services,Business and Professional Services
business_records_storage_and_management,Professional Services,Professional Services,Business and Professional Services
architecture,Professional Services,Professional Services,Business and Professional Services
agricultural_engineering_service,Professional Services,Professional Services,Business and Professional Services
real_estate_law,Professional Services,Professional Services,Business and Professional Services
tenant_and_eviction_law,Professional Services,Professional Services,Business and Professional Services
energy_management_and_conservation_consultants,Professional Services,Professional Services,Business and Professional Services
consultant_and_general_service,Professional Services,Professional Services,Business and Professional Services
manufacturing_and_industrial_consultant,Professional Services,Professional Services,Business and Professional Services
ip_and_internet_law,Professional Services,Professional Services,Business and Professional Services
bankruptcy_law,Professional Services,Professional Services,Business and Professional Services
outdoor_advertising,Professional Services,Professional Services,Business and Professional Services
transcription_services,Professional Services,Professional Services,Business and Professional Services
property_management,Professional Services,Professional Services,Business and Professional Services
b2b_cleaning_and_waste_management,Professional Services,Professional Services,Business and Professional Services
financial_service,Professional Services,Professional Services,Business and Professional Services
interior_design,Professional Services,Professional Services,Business and Professional Services
image_consultant,Professional Services,Professional Services,Business and Professional Services
legal_services,Professional Services,Professional Services,Business and Professional Services
employment_law,Professional Services,Professional Services,Business and Professional Services
social_security_law,Professional Services,Professional Services,Business and Professional Services
floral_designer,Professional Services,Professional Services,Business and Professional Services
stress_management_services,Professional Services,Professional Services,Business and Professional Services
instrumentation_engineers,Professional Services,Professional Services,Business and Professional Services
tax_services,Professional Services,Professional Services,Business and Professional Services
appraisal_services,Professional Services,Professional Services,Business and Professional Services
exterior_design,Professional Services,Professional Services,Business and Professional Services
immigration_law,Professional Services,Professional Services,Business and Professional Services
editorial_services,Professional Services,Professional Services,Business and Professional Services
landscape_architect,Professional Services,Professional Services,Business and Professional Services
contract_law,Professional Services,Professional Services,Business and Professional Services
executive_search_consultants,Professional Services,Professional Services,Business and Professional Services
disability_law,Professional Services,Professional Services,Business and Professional Services
estate_planning_law,Professional Services,Professional Services,Business and Professional Services
mediator,Professional Services,Professional Services,Business and Professional Services
home_inspector,Real Estate,Real Estate,Business and Professional Services
real_estate_photography,Real Estate,Real Estate,Business and Professional Services
home_developer,Real Estate,Real Estate,Business and Professional Services
real_estate_agent,Real Estate,Real Estate,Business and Professional Services
commercial_real_estate,Real Estate,Real Estate,Business and Professional Services
real_estate_service,Real Estate,Real Estate,Business and Professional Services
home_staging,Real Estate,Real Estate,Business and Professional Services
real_estate,Real Estate,Real Estate,Business and Professional Services
episcopal_church,Religious & Spiritual,Religious & Spiritual,Community and Government
pentecostal_church,Religious & Spiritual,Religious & Spiritual,Community and Government
church_cathedral,Religious & Spiritual,Religious & Spiritual,Community and Government
synagogue,Religious & Spiritual,Religious & Spiritual,Community and Government
religious_organization,Religious & Spiritual,Religious & Spiritual,Community and Government
mystic,Religious & Spiritual,Religious & Spiritual,Community and Government
catholic_church,Religious & Spiritual,Religious & Spiritual,Community and Government
jehovahs_witness_kingdom_hall,Religious & Spiritual,Religious & Spiritual,Community and Government
religious_items,Religious & Spiritual,Religious & Spiritual,Community and Government
mosque,Religious & Spiritual,Religious & Spiritual,Community and Government
psychic,Religious & Spiritual,Religious & Spiritual,Community and Government
sikh_temple,Religious & Spiritual,Religious & Spiritual,Community and Government
astrologer,Religious & Spiritual,Religious & Spiritual,Community and Government
evangelical_church,Religious & Spiritual,Religious & Spiritual,Community and Government
buddhist_temple,Religious & Spiritual,Religious & Spiritual,Community and Government
temple,Religious & Spiritual,Religious & Spiritual,Community and Government
hindu_temple,Religious & Spiritual,Religious & Spiritual,Community and Government
baptist_church,Religious & Spiritual,Religious & Spiritual,Community and Government
religious_destination,Religious & Spiritual,Religious & Spiritual,Community and Government
wedding_chapel,Religious & Spiritual,Religious & Spiritual,Community and Government
anglican_church,Religious & Spiritual,Religious & Spiritual,Community and Government
convents_and_monasteries,Religious & Spiritual,Religious & Spiritual,Community and Government
meditation_center,Religious & Spiritual,Religious & Spiritual,Community and Government
mission,Religious & Spiritual,Religious & Spiritual,Community and Government
psychic_medium,Religious & Spiritual,Religious & Spiritual,Community and Government
hardware_store,Retail & Shopping,Retail & Shopping,Retail
thrift_store,Retail & Shopping,Retail & Shopping,Retail
threads_and_yarns_wholesaler,Retail & Shopping,Retail & Shopping,Retail
home_theater_systems_stores,Retail & Shopping,Retail & Shopping,Retail
kiosk,Retail & Shopping,Retail & Shopping,Retail
aquatic_pet_store,Retail & Shopping,Retail & Shopping,Retail
sunglasses_store,Retail & Shopping,Retail & Shopping,Retail
furniture_accessory_store,Retail & Shopping,Retail & Shopping,Retail
convenience_store,Retail & Shopping,Retail & Shopping,Retail
clothing_company,Retail & Shopping,Retail & Shopping,Retail
outdoor_gear,Retail & Shopping,Retail & Shopping,Retail
formal_wear_store,Retail & Shopping,Retail & Shopping,Retail
flea_market,Retail & Shopping,Retail & Shopping,Retail
orthopedic_shoe_store,Retail & Shopping,Retail & Shopping,Retail
ethical_grocery,Retail & Shopping,Retail & Shopping,Retail
childrens_clothing_store,Retail & Shopping,Retail & Shopping,Retail
fur_clothing,Retail & Shopping,Retail & Shopping,Retail
grocery_store,Retail & Shopping,Retail & Shopping,Retail
welding_supply_store,Retail & Shopping,Retail & Shopping,Retail
building_supply_store,Retail & Shopping,Retail & Shopping,Retail
marketing_agency,Retail & Shopping,Retail & Shopping,Retail
kosher_grocery_store,Retail & Shopping,Retail & Shopping,Retail
b2b_apparel,Retail & Shopping,Retail & Shopping,Retail
plus_size_clothing,Retail & Shopping,Retail & Shopping,Retail
car_stereo_store,Retail & Shopping,Retail & Shopping,Retail
lawn_mower_store,Retail & Shopping,Retail & Shopping,Retail
pet_store,Retail & Shopping,Retail & Shopping,Retail
rug_store,Retail & Shopping,Retail & Shopping,Retail
tire_repair_shop,Retail & Shopping,Retail & Shopping,Retail
retail,Retail & Shopping,Retail & Shopping,Retail
asian_grocery_store,Retail & Shopping,Retail & Shopping,Retail
online_shop,Retail & Shopping,Retail & Shopping,Retail
duty_free_shop,Retail & Shopping,Retail & Shopping,Retail
womens_clothing_store,Retail & Shopping,Retail & Shopping,Retail
paint_store,Retail & Shopping,Retail & Shopping,Retail
framing_store,Retail & Shopping,Retail & Shopping,Retail
swimwear_store,Retail & Shopping,Retail & Shopping,Retail
window_treatment_store,Retail & Shopping,Retail & Shopping,Retail
gift_shop,Retail & Shopping,Retail & Shopping,Retail
discount_store,Retail & Shopping,Retail & Shopping,Retail
photography_store_and_services,Retail & Shopping,Retail & Shopping,Retail
home_improvement_store,Retail & Shopping,Retail & Shopping,Retail
mattress_store,Retail & Shopping,Retail & Shopping,Retail
supermarket,Retail & Shopping,Retail & Shopping,Retail
reptile_shop,Retail & Shopping,Retail & Shopping,Retail
spiritual_shop,Retail & Shopping,Retail & Shopping,Retail
pawn_shop,Retail & Shopping,Retail & Shopping,Retail
machine_shop,Retail & Shopping,Retail & Shopping,Retail
japanese_confectionery_shop,Retail & Shopping,Retail & Shopping,Retail
water_store,Retail & Shopping,Retail & Shopping,Retail
internet_marketing_service,Retail & Shopping,Retail & Shopping,Retail
lumber_store,Retail & Shopping,Retail & Shopping,Retail
outdoor_furniture_store,Retail & Shopping,Retail & Shopping,Retail
wholesale_store,Retail & Shopping,Retail & Shopping,Retail
night_market,Retail & Shopping,Retail & Shopping,Retail
fertilizer_store,Retail & Shopping,Retail & Shopping,Retail
ceremonial_clothing,Retail & Shopping,Retail & Shopping,Retail
fashion_accessories_store,Retail & Shopping,Retail & Shopping,Retail
surf_shop,Retail & Shopping,Retail & Shopping,Retail
art_supply_store,Retail & Shopping,Retail & Shopping,Retail
army_and_navy_store,Retail & Shopping,Retail & Shopping,Retail
academic_bookstore,Retail & Shopping,Retail & Shopping,Retail
flower_markets,Retail & Shopping,Retail & Shopping,Retail
carpet_store,Retail & Shopping,Retail & Shopping,Retail
eyewear_and_optician,Retail & Shopping,Retail & Shopping,Retail
boat_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail
audio_visual_equipment_store,Retail & Shopping,Retail & Shopping,Retail
outlet_store,Retail & Shopping,Retail & Shopping,Retail
farmers_market,Retail & Shopping,Retail & Shopping,Retail
custom_t_shirt_store,Retail & Shopping,Retail & Shopping,Retail
hair_supply_stores,Retail & Shopping,Retail & Shopping,Retail
denim_wear_store,Retail & Shopping,Retail & Shopping,Retail
uniform_store,Retail & Shopping,Retail & Shopping,Retail
musical_instrument_store,Retail & Shopping,Retail & Shopping,Retail
gun_and_ammo,Retail & Shopping,Retail & Shopping,Retail
traditional_clothing,Retail & Shopping,Retail & Shopping,Retail
dive_shop,Retail & Shopping,Retail & Shopping,Retail
music_and_dvd_store,Retail & Shopping,Retail & Shopping,Retail
luggage_store,Retail & Shopping,Retail & Shopping,Retail
mexican_grocery_store,Retail & Shopping,Retail & Shopping,Retail
optical_wholesaler,Retail & Shopping,Retail & Shopping,Retail
skate_shop,Retail & Shopping,Retail & Shopping,Retail
toy_store,Retail & Shopping,Retail & Shopping,Retail
tobacco_shop,Retail & Shopping,Retail & Shopping,Retail
personal_shopper,Retail & Shopping,Retail & Shopping,Retail
liquor_store,Retail & Shopping,Retail & Shopping,Retail
diy_auto_shop,Retail & Shopping,Retail & Shopping,Retail
jewelry_store,Retail & Shopping,Retail & Shopping,Retail
shoe_store,Retail & Shopping,Retail & Shopping,Retail
international_grocery_store,Retail & Shopping,Retail & Shopping,Retail
piano_store,Retail & Shopping,Retail & Shopping,Retail
hobby_shop,Retail & Shopping,Retail & Shopping,Retail
herbal_shop,Retail & Shopping,Retail & Shopping,Retail
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping,Retail
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping,Retail
bridal_shop,Retail & Shopping,Retail & Shopping,Retail
honey_farm_shop,Retail & Shopping,Retail & Shopping,Retail
mobile_phone_store,Retail & Shopping,Retail & Shopping,Retail
boutique,Retail & Shopping,Retail & Shopping,Retail
firework_retailer,Retail & Shopping,Retail & Shopping,Retail
guitar_store,Retail & Shopping,Retail & Shopping,Retail
specialty_grocery_store,Retail & Shopping,Retail & Shopping,Retail
indian_grocery_store,Retail & Shopping,Retail & Shopping,Retail
flowers_and_gifts_shop,Retail & Shopping,Retail & Shopping,Retail
telemarketing_services,Retail & Shopping,Retail & Shopping,Retail
knitting_supply,Retail & Shopping,Retail & Shopping,Retail
korean_grocery_store,Retail & Shopping,Retail & Shopping,Retail
brewing_supply_store,Retail & Shopping,Retail & Shopping,Retail
lighting_store,Retail & Shopping,Retail & Shopping,Retail
trophy_shop,Retail & Shopping,Retail & Shopping,Retail
herb_and_spice_shop,Retail & Shopping,Retail & Shopping,Retail
flooring_store,Retail & Shopping,Retail & Shopping,Retail
comic_books_store,Retail & Shopping,Retail & Shopping,Retail
russian_grocery_store,Retail & Shopping,Retail & Shopping,Retail
vinyl_record_store,Retail & Shopping,Retail & Shopping,Retail
auto_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail
pen_store,Retail & Shopping,Retail & Shopping,Retail
handicraft_shop,Retail & Shopping,Retail & Shopping,Retail
designer_clothing,Retail & Shopping,Retail & Shopping,Retail
bookstore,Retail & Shopping,Retail & Shopping,Retail
perfume_store,Retail & Shopping,Retail & Shopping,Retail
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping,Retail
woodworking_supply_store,Retail & Shopping,Retail & Shopping,Retail
agricultural_seed_store,Retail & Shopping,Retail & Shopping,Retail
craft_shop,Retail & Shopping,Retail & Shopping,Retail
japanese_grocery_store,Retail & Shopping,Retail & Shopping,Retail
appliance_store,Retail & Shopping,Retail & Shopping,Retail
beverage_store,Retail & Shopping,Retail & Shopping,Retail
electronics_repair_shop,Retail & Shopping,Retail & Shopping,Retail
bathroom_fixture_stores,Retail & Shopping,Retail & Shopping,Retail
candle_store,Retail & Shopping,Retail & Shopping,Retail
tire_shop,Retail & Shopping,Retail & Shopping,Retail
watch_store,Retail & Shopping,Retail & Shopping,Retail
computer_store,Retail & Shopping,Retail & Shopping,Retail
farming_equipment_store,Retail & Shopping,Retail & Shopping,Retail
cannabis_dispensary,Retail & Shopping,Retail & Shopping,Retail
do_it_yourself_store,Retail & Shopping,Retail & Shopping,Retail
sporting_goods,Retail & Shopping,Retail & Shopping,Retail
electrical_supply_store,Retail & Shopping,Retail & Shopping,Retail
marketing_consultant,Retail & Shopping,Retail & Shopping,Retail
livestock_feed_and_supply_store,Retail & Shopping,Retail & Shopping,Retail
kitchen_supply_store,Retail & Shopping,Retail & Shopping,Retail
battery_store,Retail & Shopping,Retail & Shopping,Retail
drone_store,Retail & Shopping,Retail & Shopping,Retail
souvenir_shop,Retail & Shopping,Retail & Shopping,Retail
shopping_center,Retail & Shopping,Retail & Shopping,Retail
t_shirt_store,Retail & Shopping,Retail & Shopping,Retail
video_game_store,Retail & Shopping,Retail & Shopping,Retail
custom_cakes_shop,Retail & Shopping,Retail & Shopping,Retail
mens_clothing_store,Retail & Shopping,Retail & Shopping,Retail
auto_body_shop,Retail & Shopping,Retail & Shopping,Retail
horse_equipment_shop,Retail & Shopping,Retail & Shopping,Retail
fabric_store,Retail & Shopping,Retail & Shopping,Retail
avionics_shop,Retail & Shopping,Retail & Shopping,Retail
electronics,Retail & Shopping,Retail & Shopping,Retail
organic_grocery_store,Retail & Shopping,Retail & Shopping,Retail
antique_store,Retail & Shopping,Retail & Shopping,Retail
educational_supply_store,Retail & Shopping,Retail & Shopping,Retail
motorsports_store,Retail & Shopping,Retail & Shopping,Retail
custom_clothing,Retail & Shopping,Retail & Shopping,Retail
superstore,Retail & Shopping,Retail & Shopping,Retail
pop_up_shop,Retail & Shopping,Retail & Shopping,Retail
wallpaper_store,Retail & Shopping,Retail & Shopping,Retail
furniture_store,Retail & Shopping,Retail & Shopping,Retail
military_surplus_store,Retail & Shopping,Retail & Shopping,Retail
indian_sweets_shop,Retail & Shopping,Retail & Shopping,Retail
cards_and_stationery_store,Retail & Shopping,Retail & Shopping,Retail
archery_shop,Retail & Shopping,Retail & Shopping,Retail
bird_shop,Retail & Shopping,Retail & Shopping,Retail
lingerie_store,Retail & Shopping,Retail & Shopping,Retail
used_bookstore,Retail & Shopping,Retail & Shopping,Retail
home_goods_store,Retail & Shopping,Retail & Shopping,Retail
dairy_stores,Retail & Shopping,Retail & Shopping,Retail
clothing_store,Retail & Shopping,Retail & Shopping,Retail
iron_and_steel_store,Retail & Shopping,Retail & Shopping,Retail
ski_and_snowboard_shop,Retail & Shopping,Retail & Shopping,Retail
clothing_rental,Retail & Shopping,Retail & Shopping,Retail
rental_kiosks,Retail & Shopping,Retail & Shopping,Retail
shopping,Retail & Shopping,Retail & Shopping,Retail
department_store,Retail & Shopping,Retail & Shopping,Retail
hat_shop,Retail & Shopping,Retail & Shopping,Retail
adult_store,Retail & Shopping,Retail & Shopping,Retail
costume_store,Retail & Shopping,Retail & Shopping,Retail
e_cigarette_store,Retail & Shopping,Retail & Shopping,Retail
bedding_and_bath_stores,Retail & Shopping,Retail & Shopping,Retail
bicycle_shop,Retail & Shopping,Retail & Shopping,Retail
safe_store,Retail & Shopping,Retail & Shopping,Retail
drugstore,Retail & Shopping,Retail & Shopping,Retail
handbag_stores,Retail & Shopping,Retail & Shopping,Retail
wig_store,Retail & Shopping,Retail & Shopping,Retail
tile_store,Retail & Shopping,Retail & Shopping,Retail
