OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label,Confidence_Score,Match_Quality,Match_Method
ceremonial_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.831,GOOD,LOGICAL
fashion_accessories_store,Retail & Shopping,Retail & Shopping,Retail,17044,Retail > Fashion Retail > Fashion Accessories Store,1.000,EXCELLENT,LOGICAL
surf_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.847,GOOD,LOGICAL
art_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,0.913,EXCELLENT,LOGICAL
army_and_navy_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.844,GOOD,LOGICAL
academic_bookstore,Retail & Shopping,Retail & Shopping,Retail,17018,Retail > Bookstore,0.985,EXCELLENT,LOGICAL
flower_markets,Retail & Shopping,Retail & Shopping,Retail,17056,Retail > Flower Store,0.873,GOOD,LOGICAL
carpet_store,Retail & Shopping,Retail & Shopping,Retail,17083,Retail > Furniture and Home Store > Carpet Store,1.000,EXCELLENT,LOGICAL
eyewear_and_optician,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.747,FAIR,LOGICAL
boat_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.825,GOOD,LOGICAL
audio_visual_equipment_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.808,GOOD,LOGICAL
outlet_store,Retail & Shopping,Retail & Shopping,Retail,17105,Retail > Outlet Store,1.000,EXCELLENT,LOGICAL
farmers_market,Retail & Shopping,Retail & Shopping,Retail,17065,Retail > Food and Beverage Retail > Farmers Market,1.000,EXCELLENT,LOGICAL
custom_t_shirt_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.822,GOOD,LOGICAL
hair_supply_stores,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,0.848,GOOD,LOGICAL
denim_wear_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.822,GOOD,LOGICAL
uniform_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.860,GOOD,LOGICAL
musical_instrument_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.823,GOOD,LOGICAL
gun_and_ammo,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.751,GOOD,LOGICAL
traditional_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.819,GOOD,LOGICAL
dive_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.859,GOOD,LOGICAL
music_and_dvd_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.832,GOOD,LOGICAL
luggage_store,Retail & Shopping,Retail & Shopping,Retail,17094,Retail > Luggage Store,1.000,EXCELLENT,LOGICAL
mexican_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
optical_wholesaler,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.730,FAIR,LOGICAL
skate_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.855,GOOD,LOGICAL
toy_store,Retail & Shopping,Retail & Shopping,Retail,17135,Retail > Toy Store,1.000,EXCELLENT,LOGICAL
tobacco_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.850,GOOD,LOGICAL
personal_shopper,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.733,FAIR,LOGICAL
liquor_store,Retail & Shopping,Retail & Shopping,Retail,17076,Retail > Food and Beverage Retail > Liquor Store,1.000,EXCELLENT,LOGICAL
diy_auto_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.820,GOOD,LOGICAL
jewelry_store,Retail & Shopping,Retail & Shopping,Retail,17045,Retail > Fashion Retail > Jewelry Store,1.000,EXCELLENT,LOGICAL
shoe_store,Retail & Shopping,Retail & Shopping,Retail,17048,Retail > Fashion Retail > Shoe Store,1.000,EXCELLENT,LOGICAL
international_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
piano_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.866,GOOD,LOGICAL
hobby_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.855,GOOD,LOGICAL
herbal_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.853,GOOD,LOGICAL
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping,Retail,17138,Retail > Vintage and Thrift Store,0.825,GOOD,LOGICAL
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.827,GOOD,LOGICAL
bridal_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.863,GOOD,LOGICAL
honey_farm_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.813,GOOD,LOGICAL
mobile_phone_store,Retail & Shopping,Retail & Shopping,Retail,17026,Retail > Computers and Electronics Retail > Mobile Phone Store,1.000,EXCELLENT,LOGICAL
boutique,Retail & Shopping,Retail & Shopping,Retail,17020,Retail > Boutique,1.000,EXCELLENT,LOGICAL
firework_retailer,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.985,EXCELLENT,LOGICAL
guitar_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.873,GOOD,LOGICAL
specialty_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
indian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
flowers_and_gifts_shop,Retail & Shopping,Retail & Shopping,Retail,17075,Retail > Food and Beverage Retail > Kuruyemişçi Shop,0.804,GOOD,LOGICAL
telemarketing_services,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.734,FAIR,LOGICAL
knitting_supply,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,0.835,GOOD,LOGICAL
korean_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
brewing_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,0.910,EXCELLENT,LOGICAL
lighting_store,Retail & Shopping,Retail & Shopping,Retail,17087,Retail > Furniture and Home Store > Lighting Store,1.000,EXCELLENT,LOGICAL
trophy_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.853,GOOD,LOGICAL
herb_and_spice_shop,Retail & Shopping,Retail & Shopping,Retail,17075,Retail > Food and Beverage Retail > Kuruyemişçi Shop,0.808,GOOD,LOGICAL
flooring_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.857,GOOD,LOGICAL
comic_books_store,Retail & Shopping,Retail & Shopping,Retail,17022,Retail > Comic Book Store,0.936,EXCELLENT,LOGICAL
russian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
vinyl_record_store,Retail & Shopping,Retail & Shopping,Retail,17113,Retail > Record Store,0.985,EXCELLENT,LOGICAL
auto_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.825,GOOD,LOGICAL
pen_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.862,GOOD,LOGICAL
handicraft_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.843,GOOD,LOGICAL
designer_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.829,GOOD,LOGICAL
bookstore,Retail & Shopping,Retail & Shopping,Retail,17018,Retail > Bookstore,1.000,EXCELLENT,LOGICAL
perfume_store,Retail & Shopping,Retail & Shopping,Retail,17109,Retail > Perfume Store,1.000,EXCELLENT,LOGICAL
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.706,FAIR,LOGICAL
woodworking_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,0.907,EXCELLENT,LOGICAL
agricultural_seed_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.831,GOOD,LOGICAL
craft_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.855,GOOD,LOGICAL
japanese_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
appliance_store,Retail & Shopping,Retail & Shopping,Retail,17084,Retail > Furniture and Home Store > Home Appliance Store,0.985,EXCELLENT,LOGICAL
beverage_store,Retail & Shopping,Retail & Shopping,Retail,17058,Retail > Food and Beverage Retail > Beer Store,0.890,GOOD,LOGICAL
electronics_repair_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.815,GOOD,LOGICAL
bathroom_fixture_stores,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.725,FAIR,LOGICAL
candle_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.884,GOOD,LOGICAL
tire_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.870,GOOD,LOGICAL
watch_store,Retail & Shopping,Retail & Shopping,Retail,17051,Retail > Fashion Retail > Watch Store,1.000,EXCELLENT,LOGICAL
computer_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.867,GOOD,LOGICAL
farming_equipment_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.824,GOOD,LOGICAL
cannabis_dispensary,Retail & Shopping,Retail & Shopping,Retail,17021,Retail > Cannabis Store,0.870,GOOD,LOGICAL
do_it_yourself_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.852,GOOD,LOGICAL
sporting_goods,Retail & Shopping,Retail & Shopping,Retail,17117,Retail > Sporting Goods Retail,0.985,EXCELLENT,LOGICAL
electrical_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,0.898,GOOD,LOGICAL
marketing_consultant,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.746,FAIR,LOGICAL
livestock_feed_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.805,GOOD,LOGICAL
kitchen_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,1.000,EXCELLENT,LOGICAL
battery_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.870,GOOD,LOGICAL
drone_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.866,GOOD,LOGICAL
souvenir_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.857,GOOD,LOGICAL
shopping_center,Retail & Shopping,Retail & Shopping,Retail,17101,Retail > Garden Center,0.859,GOOD,LOGICAL
t_shirt_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.860,GOOD,LOGICAL
video_game_store,Retail & Shopping,Retail & Shopping,Retail,17027,Retail > Computers and Electronics Retail > Video Games Store,0.936,EXCELLENT,LOGICAL
custom_cakes_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.813,GOOD,LOGICAL
mens_clothing_store,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.918,EXCELLENT,LOGICAL
auto_body_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.818,GOOD,LOGICAL
horse_equipment_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.828,GOOD,LOGICAL
fabric_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.863,GOOD,LOGICAL
avionics_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.857,GOOD,LOGICAL
electronics,Retail & Shopping,Retail & Shopping,Retail,17023,Retail > Computers and Electronics Retail,0.985,EXCELLENT,LOGICAL
organic_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store,0.985,EXCELLENT,LOGICAL
antique_store,Retail & Shopping,Retail & Shopping,Retail,17002,Retail > Antique Store,1.000,EXCELLENT,LOGICAL
educational_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store,0.902,EXCELLENT,LOGICAL
motorsports_store,Retail & Shopping,Retail & Shopping,Retail,17013,Retail > Automotive Retail > Motorsports Store,1.000,EXCELLENT,LOGICAL
custom_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.826,GOOD,LOGICAL
superstore,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.730,FAIR,LOGICAL
pop_up_shop,Retail & Shopping,Retail & Shopping,Retail,17111,Retail > Pop-Up Store,0.884,GOOD,LOGICAL
wallpaper_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.864,GOOD,LOGICAL
furniture_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store,0.912,EXCELLENT,LOGICAL
military_surplus_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.818,GOOD,LOGICAL
indian_sweets_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.816,GOOD,LOGICAL
cards_and_stationery_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.837,GOOD,LOGICAL
archery_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.850,GOOD,LOGICAL
bird_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.870,GOOD,LOGICAL
lingerie_store,Retail & Shopping,Retail & Shopping,Retail,17046,Retail > Fashion Retail > Lingerie Store,1.000,EXCELLENT,LOGICAL
used_bookstore,Retail & Shopping,Retail & Shopping,Retail,17019,Retail > Bookstore > Used Bookstore,1.000,EXCELLENT,LOGICAL
home_goods_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store,0.880,GOOD,LOGICAL
dairy_stores,Retail & Shopping,Retail & Shopping,Retail,17064,Retail > Food and Beverage Retail > Dairy Store,0.985,EXCELLENT,LOGICAL
clothing_store,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.985,EXCELLENT,LOGICAL
iron_and_steel_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.836,GOOD,LOGICAL
ski_and_snowboard_shop,Retail & Shopping,Retail & Shopping,Retail,17075,Retail > Food and Beverage Retail > Kuruyemişçi Shop,0.804,GOOD,LOGICAL
clothing_rental,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store,0.826,GOOD,LOGICAL
rental_kiosks,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.763,GOOD,LOGICAL
shopping,Retail & Shopping,Retail & Shopping,Retail,17114,Retail > Shopping Mall,0.985,EXCELLENT,LOGICAL
department_store,Retail & Shopping,Retail & Shopping,Retail,17033,Retail > Department Store,1.000,EXCELLENT,LOGICAL
hat_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.862,GOOD,LOGICAL
adult_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,1.000,EXCELLENT,LOGICAL
costume_store,Retail & Shopping,Retail & Shopping,Retail,17031,Retail > Costume Store,1.000,EXCELLENT,LOGICAL
e_cigarette_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.859,GOOD,LOGICAL
bedding_and_bath_stores,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store,0.771,GOOD,LOGICAL
bicycle_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop,0.860,GOOD,LOGICAL
safe_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.870,GOOD,LOGICAL
drugstore,Retail & Shopping,Retail & Shopping,Retail,17035,Retail > Drugstore,1.000,EXCELLENT,LOGICAL
handbag_stores,Retail & Shopping,Retail & Shopping,Retail,17000,Retail,0.724,FAIR,LOGICAL
wig_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.862,GOOD,LOGICAL
tile_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store,0.870,GOOD,LOGICAL
baseball_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18004,Sports and Recreation > Baseball > Baseball Field,1.000,EXCELLENT,LOGICAL
surfing,Sports & Recreation,Sports & Recreation,Sports and Recreation,18072,Sports and Recreation > Water Sports > Surfing,1.000,EXCELLENT,LOGICAL
volleyball_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club,0.876,GOOD,LOGICAL
go_kart_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club,0.848,GOOD,LOGICAL
go_kart_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track,0.863,GOOD,LOGICAL
rugby_pitch,Sports & Recreation,Sports & Recreation,Sports and Recreation,18050,Sports and Recreation > Rugby > Rugby Pitch,1.000,EXCELLENT,LOGICAL
trail,Sports & Recreation,Sports & Recreation,Sports and Recreation,18084,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail,0.876,GOOD,LOGICAL
free_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center,0.815,GOOD,LOGICAL
baseball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18002,Sports and Recreation > Baseball,0.985,EXCELLENT,LOGICAL
disc_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18018,Sports and Recreation > Golf > Golf Course,0.985,EXCELLENT,LOGICAL
paintball,Sports & Recreation,Sports & Recreation,Sports and Recreation,18037,Sports and Recreation > Paintball Field,0.985,EXCELLENT,LOGICAL
professional_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.806,GOOD,LOGICAL
golf_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.841,GOOD,LOGICAL
school_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18076,Sports and Recreation > Water Sports > Swimming > Swim School,0.810,GOOD,LOGICAL
sky_diving,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.818,GOOD,LOGICAL
paddleboarding_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center,0.847,GOOD,LOGICAL
sports_and_recreation_venue,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.985,EXCELLENT,LOGICAL
mountain_bike_trails,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.729,FAIR,LOGICAL
canoe_and_kayak_hire_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.876,GOOD,LOGICAL
horse_racing_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track,0.837,GOOD,LOGICAL
archery_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18019,Sports and Recreation > Golf > Golf Driving Range,0.814,GOOD,LOGICAL
sailing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18070,Sports and Recreation > Water Sports > Sailing Club,1.000,EXCELLENT,LOGICAL
fishing_charter,Sports & Recreation,Sports & Recreation,Sports and Recreation,18086,Sports and Recreation > Fishing Area,0.888,GOOD,LOGICAL
hockey_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation,18031,Sports and Recreation > Hockey,0.985,EXCELLENT,LOGICAL
professional_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.808,GOOD,LOGICAL
scuba_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.911,EXCELLENT,LOGICAL
volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18066,Sports and Recreation > Volleyball Court,1.000,EXCELLENT,LOGICAL
tennis_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18045,Sports and Recreation > Racquet Sports > Tennis,0.985,EXCELLENT,LOGICAL
school_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18076,Sports and Recreation > Water Sports > Swimming > Swim School,0.806,GOOD,LOGICAL
table_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18046,Sports and Recreation > Racquet Sports > Tennis > Tennis Club,0.985,EXCELLENT,LOGICAL
cricket_ground,Sports & Recreation,Sports & Recreation,Sports and Recreation,18010,Sports and Recreation > Cricket Ground,1.000,EXCELLENT,LOGICAL
amateur_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.811,GOOD,LOGICAL
kiteboarding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.722,FAIR,LOGICAL
surfboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.823,GOOD,LOGICAL
kiteboarding_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.737,FAIR,LOGICAL
tennis_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18047,Sports and Recreation > Racquet Sports > Tennis > Tennis Court,1.000,EXCELLENT,LOGICAL
batting_cage,Sports & Recreation,Sports & Recreation,Sports and Recreation,18005,Sports and Recreation > Baseball > Batting Cages,0.985,EXCELLENT,LOGICAL
climbing_class,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym,0.873,GOOD,LOGICAL
stadium_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.749,FAIR,LOGICAL
bocce_ball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,0.823,GOOD,LOGICAL
football_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18014,Sports and Recreation > Football > Football Club,1.000,EXCELLENT,LOGICAL
golf_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18017,Sports and Recreation > Golf > Golf Club,1.000,EXCELLENT,LOGICAL
paddleboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.820,GOOD,LOGICAL
bowling_alley,Sports & Recreation,Sports & Recreation,Sports and Recreation,18009,Sports and Recreation > Bowling Green,0.873,GOOD,LOGICAL
sports_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18076,Sports and Recreation > Water Sports > Swimming > Swim School,0.870,GOOD,LOGICAL
diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center,0.854,GOOD,LOGICAL
racquetball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,0.885,GOOD,LOGICAL
tubing_provider,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.720,FAIR,LOGICAL
court_reporter,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,0.830,GOOD,LOGICAL
rafting_kayaking_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18035,Sports and Recreation > Indoor Play Area,0.825,GOOD,LOGICAL
hiking_trail,Sports & Recreation,Sports & Recreation,Sports and Recreation,18084,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail,0.881,GOOD,LOGICAL
parasailing_ride_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.732,FAIR,LOGICAL
swimming_pool,Sports & Recreation,Sports & Recreation,Sports and Recreation,18075,Sports and Recreation > Water Sports > Swimming > Swimming Pool,1.000,EXCELLENT,LOGICAL
laser_tag,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.732,FAIR,LOGICAL
trailer_rentals,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.740,FAIR,LOGICAL
ski_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area,0.891,GOOD,LOGICAL
aerial_tours,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.736,FAIR,LOGICAL
esports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.765,GOOD,LOGICAL
rock_climbing_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym,0.820,GOOD,LOGICAL
rugby_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18049,Sports and Recreation > Rugby,0.857,GOOD,LOGICAL
squash_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18044,Sports and Recreation > Racquet Sports > Squash Court,1.000,EXCELLENT,LOGICAL
handball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,0.878,GOOD,LOGICAL
soccer_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18063,Sports and Recreation > Soccer > Soccer Club,1.000,EXCELLENT,LOGICAL
skate_park,Sports & Recreation,Sports & Recreation,Sports and Recreation,18055,Sports and Recreation > Skating > Skate Park,1.000,EXCELLENT,LOGICAL
horse_boarding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.741,FAIR,LOGICAL
courthouse,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.731,FAIR,LOGICAL
rock_climbing_spot,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym,0.832,GOOD,LOGICAL
mountain_bike_parks,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation,0.730,FAIR,LOGICAL
golf_cart_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.808,GOOD,LOGICAL
ski_resort,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area,0.985,EXCELLENT,LOGICAL
soccer_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18062,Sports and Recreation > Soccer,0.985,EXCELLENT,LOGICAL
